Traj_id,Time_list
1016,"[1470037234,1470037237,1470037257,1470037267,1470037277,1470037280,1470037290,1470037320,1470037330,1470037640,1470037650,1470037690,1470038295,1470038298,1470038308,1470038328,1470038338,1470038348,1470038443.0]"
1017,"[1470037239,1470037259,1470037299,1470037309,1470037639,1470037671,1470038274,1470038314,1470038334,1470038344,1470038427,1470038447]"
1018,"[1470036891,1470037643.0,1470037658,1470037668,1470037678,1470037688,1470038342,1470038352,1470038362,1470038372]"
1019,"[1470037218,1470037238,1470037242,1470037243,1470038302,1470038312,1470038322,1470038402.0,1470038446,1470038448]"
1020,"[1470037226,1470037236,1470037276,1470037674,1470037814,1470037824,1470037864,1470037869.5,1470038254,1470038458]"
1021,"[1470037289,1470037292,1470037663.5,1470037679,1470037689,1470037692,1470038296,1470038306,1470038386,1470038389,1470038399,1470038409]"
1022,"[1470037215,1470037222,1470037232,1470037252,1470037264,1470037644,1470037664,1470037672,1470037692,1470038340,1470038349,1470038390,1470038420,1470038430]"
1023,"[1470037223.5,1470037246,1470037266,1470037288,1470037295,1470037656,1470038351,1470038436,1470038446,1470038466]"
1024,"[1470037239,1470037322,1470037667,1470037814,1470037835,1470037851.5,1470037861,1470038002.5,1470038208,1470038211]"
1025,"[1470037204.5,1470037237,1470037243.5,1470037284,1470037294,1470037322,1470037327,1470037743,1470038017,1470038166,1470038176,1470038216]"
1026,"[1470036864,1470036879.0,1470036887,1470037637,1470037647,1470038312,1470038322,1470038332,1470038352,1470038382]"
1027,"[1470035122,1470035142,1470035152,1470035172,1470037636,1470037660.5,1470037669,1470037683,1470038333,1470038340,1470038442,1470038451]"
1028,"[1470037224,1470037272,1470037295,1470037315,1470037854,1470037858,1470037863,1470037867,1470037871,1470038422,1470038435]"
1029,"[1470037222,1470037242,1470037286,1470037320,1470037633,1470037641,1470037809,1470037839,1470037859,1470037869,1470038446]"
1030,"[1470037225,1470037646,1470037656,1470037813,1470037823,1470037853,1470038246,1470038416,1470038426,1470038441.0,1470038456,1470038466]"
1031,"[1470037259,1470037263,1470037279,1470037282,1470037312,1470037331,1470037678,1470037844,1470037846,1470037860,1470038429.0]"
1032,"[1470036876,1470036886,1470036896,1470037276,1470037634,1470037655,1470038252,1470038292,1470038462,1470038472]"
1033,"[1470037218,1470037228,1470037238,1470037245,1470037252,1470037265,1470037285,1470037291,1470037658.0,1470038252,1470038272,1470038282,1470038362]"
1034,"[1470037244.0,1470037259,1470037289,1470037305.5,1470038304.0,1470038379.0,1470038388.0,1470038393,1470038396,1470038397]"
1035,"[1470036875,1470036885,1470036920,1470036940,1470037678.0,1470037843,1470037847,1470037868.0,1470038415,1470038420,1470038450]"
1036,"[1470037236,1470037257,1470037267,1470037297,1470037327,1470037657,1470038254,1470038263,1470038265,1470038271,1470038272]"
1037,"[1470037229,1470037269,1470037319,1470037329,1470037669,1470038247,1470038257,1470038417,1470038437,1470038447]"
1038,"[1470036874.0,1470036902,1470036919,1470036934,1470036936,1470037652.5,1470037815.5,1470038243,1470038253,1470038257]"
1039,"[1470036878.0,1470036918,1470037635,1470037645,1470037685,1470037815,1470037825,1470037835,1470038020,1470038060,1470038230]"
1040,"[1470036860,1470036932,1470036942,1470037245.0,1470037281,1470037364,1470037447,1470037684,1470037843.0,1470037871,1470038024,1470038135.25,1470038170]"
1041,"[1470037217,1470037647,1470037657,1470037673,1470037866,1470037870,1470038261,1470038272,1470038279,1470038281,1470038282,1470038285,1470038287,1470038294.5,1470038296,1470038303]"
1042,"[1470037222,1470037242,1470037262.0,1470037282,1470037304,1470037307,1470037639,1470037689,1470038333,1470038353,1470038383]"
1043,"[1470037224,1470037264,1470037294,1470037636,1470037642,1470037665,1470037671,1470037677,1470037688,1470038318,1470038441,1470038471]"
1044,"[1470036897,1470036908,1470037328,1470037639.0,1470037660,1470038295,1470038312.0,1470038419,1470038429,1470038432,1470038442,1470038452,1470038472]"
1045,"[1470036932,1470036962,1470037281,1470037298,1470037655.0,1470037680,1470037687.5,1470038294,1470038334,1470038429]"
1046,"[1470036894,1470036934,1470036944,1470037329,1470038297,1470038302,1470038306,1470038311,1470038316,1470038321,1470038326,1470038331,1470038336,1470038462]"
1047,"[1470036863.0,1470036878,1470036908,1470036938,1470036948,1470037638,1470038309,1470038316,1470038322,1470038374,1470038395]"
1048,"[1470036863,1470036902,1470036912,1470036937.5,1470036948.5,1470036956.6666667,1470038304,1470038308,1470038343.0,1470038385,1470038388]"
1049,"[1470036860,1470036908,1470036916,1470036920,1470036925,1470036931,1470036951,1470038295,1470038301,1470038307,1470038313,1470038393]"
1050,"[1470037242,1470037295,1470037636.6666667,1470037649,1470037651,1470037671,1470037725,1470037735,1470037775,1470037800,1470037873]"
1051,"[1470037233,1470037243,1470037253,1470037312,1470037315,1470037325,1470038348,1470038350,1470038432,1470038462]"
1052,"[1470036865,1470036875,1470036884,1470036936,1470036953,1470037645,1470037652.5,1470038343.5,1470038442,1470038450]"
1053,"[1470036857,1470036865,1470036871,1470036887,1470036907,1470036952.0,1470038298,1470038338,1470038449,1470038459]"
1054,"[1470037256,1470037294,1470037324,1470037691,1470038242,1470038252,1470038257,1470038276,1470038286,1470038354]"
1055,"[1470036863.0,1470036883,1470036903,1470036933,1470037319,1470037329.5,1470037653,1470037660,1470037664,1470038221,1470038441]"
1056,"[1470037213,1470037223,1470037237.0,1470037261,1470037265,1470037267,1470037277,1470038322,1470038417,1470038458.5]"
1057,"[1470036870,1470036879,1470036883,1470036893,1470036942,1470038299,1470038319,1470038338.6666667,1470038353,1470038377,1470038387]"
1058,"[1470037216,1470037241.0,1470037271.0,1470037293,1470037669,1470037689.0,1470037709,1470037746.0,1470037757,1470037767,1470037960.5,1470037971,1470037975]"
1059,"[1470036852,1470036875,1470036896,1470036936,1470036946,1470037321,1470037671,1470038277,1470038287,1470038417]"
1060,"[1470037214,1470037224,1470037296,1470037634,1470037638,1470037642,1470037662,1470037674,1470038336.0,1470038445,1470038451]"
1061,"[1470037247,1470037257,1470037641.0,1470037656,1470037666,1470037700,1470038010,1470038035.0,1470038050,1470038080,1470038227]"
1062,"[1470037264,1470037674,1470037675,1470037677,1470037679,1470038303,1470038312,1470038322,1470038352,1470038424,1470038434,1470038464]"
1063,"[1470037219,1470037229,1470037234,1470037278,1470037288,1470037298,1470037318,1470037328,1470038352,1470038422,1470038468]"
1064,"[1470037244,1470037304,1470037314,1470037324,1470037635,1470037851,1470038233,1470038274.0,1470038431.5,1470038442,1470038452]"
1065,"[1470036959,1470037283,1470037313,1470037633,1470037823,1470037833,1470037843,1470037853,1470038243,1470038279,1470038282,1470038421,1470038461]"
1066,"[1470036598.0,1470036623,1470036668.0,1470037279,1470037289,1470037329,1470037672,1470037682,1470037692,1470038333,1470038432]"
1067,"[1470036863,1470036923,1470036933,1470036937,1470036953,1470036961,1470036962,1470036967,1470037306,1470038299,1470038326,1470038330.0,1470038341,1470038352,1470038372]"
1068,"[1470037226,1470037236,1470037276,1470037306,1470037321,1470037324,1470037637,1470037657,1470037827,1470037857,1470037867,1470038275.5]"
1069,"[1470036859,1470036887,1470036907,1470036917,1470036927,1470036937,1470036967,1470037276,1470037326,1470038328,1470038338,1470038348,1470038423,1470038443,1470038453,1470038463]"
1070,"[1470036890.0,1470036920,1470036930,1470036940,1470036950,1470036955,1470037664.0,1470038306,1470038316,1470038423,1470038443,1470038473]"
1071,"[1470037223,1470037233,1470037237,1470037261,1470037281,1470037288,1470037292,1470037312,1470037639,1470037659,1470038306,1470038309.5]"
1072,"[1470037160,1470037200,1470037253,1470037286,1470037296,1470037326,1470037647.0,1470037662,1470038344.0,1470038419,1470038469]"
1073,"[1470037243,1470037263,1470037273,1470037635,1470037645,1470038195,1470038235.0,1470038315,1470038325,1470038345,1470038395,1470038406]"
1074,"[1470036856,1470036866,1470036916,1470036926,1470036936,1470036966,1470038300,1470038320,1470038350,1470038467]"
1075,"[1470036880,1470036934,1470037299,1470037309,1470037633,1470038294,1470038314,1470038324,1470038353.8,1470038384]"
1076,"[1470037226,1470037246,1470037256,1470037266,1470037276,1470038238,1470038263.0,1470038428,1470038438,1470038467]"
1077,"[1470037231,1470037241,1470037260,1470037277,1470037280,1470037295,1470037649.0,1470037660,1470037670,1470038472]"
1078,"[1470037269.5,1470037296,1470037301,1470037305,1470037315,1470037671.0,1470037716,1470037742,1470037745,1470037755,1470037765,1470037775,1470038003.0,1470038023,1470038033,1470038053]"
1079,"[1470036881.0,1470036906,1470037293.0,1470037305,1470037669,1470037823.0,1470038432,1470038442,1470038452,1470038467.0]"
1080,"[1470036885,1470036890,1470036910.0,1470036927.5,1470036962,1470036972,1470037311,1470037321,1470037640,1470037659,1470037687,1470037692,1470038346,1470038415]"
1081,"[1470037249.375,1470037295,1470037303,1470037309,1470037310.5,1470037653,1470037663,1470037683,1470038338,1470038347.5,1470038378.0,1470038409]"
1082,"[1470037248,1470037283,1470037329,1470037815,1470037845,1470037865,1470038013,1470038122,1470038140,1470038160,1470038180,1470038190]"
1083,"[1470037220,1470037685,1470037735,1470037765,1470037774,1470037779.5,1470037793,1470037803,1470038004,1470038054,1470038080,1470038092,1470038159]"
1084,"[1470037219,1470037229,1470037239,1470037249,1470037259,1470037319,1470037639,1470037671,1470038333,1470038384,1470038394,1470038400]"
1085,"[1470037242.0,1470037288,1470037308,1470037318,1470037855.0,1470037870,1470038235,1470038275,1470038285,1470038434]"
1086,"[1470036873,1470036883,1470036893,1470036963,1470037043,1470037103,1470037106,1470037116,1470037118,1470037141,1470037211]"
1087,"[1470037221,1470037232,1470037242,1470037292,1470037323,1470037641,1470037681,1470037691,1470038304,1470038313,1470038424]"
1088,"[1470037214,1470037224,1470037244,1470037254,1470037299.0,1470037652.0,1470037814,1470037834,1470037870,1470038380,1470038390,1470038400]"
1089,"[1470037221,1470037241,1470037261,1470037301,1470037321,1470037635,1470037665,1470037686,1470037704,1470037755.6666667,1470037777,1470037798.5,1470038003.0,1470038129,1470038186.5,1470038196]"
1090,"[1470036969,1470037627,1470037655,1470037659,1470037672,1470037682,1470037833,1470038232,1470038410,1470038450,1470038470]"
1091,"[1470037251,1470037271,1470037301,1470037321,1470037331,1470037829,1470037839,1470038247,1470038257,1470038277,1470038472]"
1092,"[1470036871,1470036888,1470036899,1470036907,1470036917,1470036928.0,1470036939,1470036949,1470036959,1470036968,1470037293,1470037308.0,1470037457,1470037467,1470038169]"
1093,"[1470036925,1470036930,1470036931,1470036939,1470037723,1470038029,1470038116,1470038136,1470038146,1470038156,1470038166,1470038176,1470038178,1470038182,1470038192]"
1094,"[1470037218,1470037228,1470037238,1470037263.0,1470037298,1470037301,1470037304,1470037325,1470038306.0,1470038317,1470038338,1470038398]"
1095,"[1470036830,1470036870,1470036940,1470037213,1470037223,1470037233,1470037237,1470037254,1470037257,1470037655,1470037665,1470037860,1470037864,1470038254,1470038432,1470038434,1470038436,1470038466]"
1096,"[1470036864.3333333,1470037331,1470037689,1470037815,1470037825,1470037835,1470037845,1470037856.0,1470038234,1470038244,1470038254,1470038419.0]"
1097,"[1470037214,1470037224,1470037255,1470037275,1470037633,1470037653,1470037813,1470037823,1470037833,1470038263,1470038419]"
1098,"[1470037262,1470037282,1470037292,1470037304,1470037311,1470037316,1470037326,1470038309,1470038334.0,1470038421,1470038431,1470038435,1470038438]"
1099,"[1470037221,1470037251,1470037301,1470037321,1470037331,1470037633,1470037643,1470037673,1470037683,1470038301,1470038308,1470038313,1470038323,1470038329,1470038349,1470038434.0,1470038458,1470038459,1470038469]"
1100,"[1470037243,1470037283,1470037606,1470037646.0,1470037676,1470037686,1470037696,1470037736,1470037776,1470038374,1470038384]"
1101,"[1470036926,1470037275,1470037285,1470037295,1470037325,1470037454,1470037474,1470037484,1470037504,1470037998,1470038120,1470038130]"
1102,"[1470037227,1470037267.0,1470037295.5,1470037306,1470037316,1470037319,1470037638,1470037658,1470037668,1470037688,1470038308,1470038462.5,1470038469]"
1103,"[1470036893.0,1470036914,1470036924,1470036935,1470037273,1470037820.0,1470037832,1470037861.0,1470038418,1470038438,1470038458.0]"
1104,"[1470037240,1470037328,1470037681,1470037832,1470037834,1470037865,1470038234,1470038249.0,1470038264,1470038274,1470038280.0,1470038430]"
1105,"[1470037225,1470037255,1470037265,1470037315,1470037679,1470037684,1470037846,1470037859,1470038150,1470038185.0,1470038220,1470038223]"
1106,"[1470037218,1470037222,1470037224,1470037234,1470037268,1470037319,1470037640,1470038270,1470038280,1470038460,1470038464]"
1107,"[1470037239,1470037249,1470037269,1470037279,1470037298,1470037318,1470037328,1470038273,1470038293.0,1470038313,1470038336.5,1470038428]"
1108,"[1470036892,1470036919,1470036922,1470036926,1470036946,1470037282,1470037293,1470037639,1470037669,1470038261,1470038271]"
1109,"[1470037195,1470037215.0,1470037656,1470037686,1470037816,1470037871,1470038239,1470038259,1470038356,1470038396]"
1110,"[1470036874,1470036894,1470036922,1470036944,1470037326,1470037636,1470037672,1470038331,1470038335,1470038461,1470038470]"
1111,"[1470036898,1470036938,1470037316,1470037676,1470037816,1470037826,1470037851.0,1470038026.0,1470038126,1470038216,1470038226]"
1112,"[1470037225.0,1470037237,1470037246,1470037316,1470037326,1470037641,1470038308,1470038328,1470038348,1470038460]"
1113,"[1470036967,1470037297,1470037318,1470037704,1470037723,1470037752,1470037754,1470037756,1470037759,1470037761,1470037763,1470037770,1470037790,1470037793]"
1114,"[1470036880,1470036904,1470037282,1470037292,1470037322,1470037672,1470037682,1470038342.0,1470038402,1470038412]"
1115,"[1470037235.5,1470037269,1470037279,1470037295.5,1470037306,1470037321.0,1470037638,1470037658,1470037668,1470038319,1470038339,1470038354.5]"
1116,"[1470037235,1470037320.0,1470037702,1470038004,1470038020.5,1470038031,1470038134.5,1470038141,1470038142,1470038152,1470038162,1470038167.5,1470038221]"
1117,"[1470037242,1470037267,1470037653,1470037683,1470037813,1470037843,1470038006,1470038124,1470038133,1470038176,1470038178,1470038188,1470038198]"
1118,"[1470037217,1470037257,1470037267,1470037277,1470037287,1470037637,1470037667,1470037682,1470038335.0,1470038420]"
1119,"[1470036874.0,1470036904,1470036914,1470036934,1470036944,1470036964,1470037326,1470037673,1470037815,1470038422]"
1120,"[1470036866,1470037276.5,1470037849,1470038003,1470038043,1470038123,1470038132,1470038135,1470038184,1470038193,1470038204]"
1121,"[1470037153.6666667,1470037171,1470037222,1470037236,1470037271,1470037828.0,1470037866,1470038235,1470038255,1470038265]"
1122,"[1470037267,1470037271,1470037291,1470037311,1470037321,1470037720,1470037730,1470037740,1470037769.0,1470038050]"
1123,"[1470037228,1470037238,1470037248,1470037286.0,1470037326,1470038234,1470038441,1470038451,1470038461,1470038466]"
1124,"[1470037232.0,1470037252,1470037262,1470037272,1470037292.0,1470037821,1470037866.0,1470038257,1470038267,1470038277,1470038416]"
1125,"[1470036899,1470036949,1470037306,1470037631,1470037641,1470037676.0,1470038346,1470038419,1470038429,1470038431,1470038434]"
1126,"[1470036889,1470036904.0,1470036919,1470037281,1470037288,1470037308,1470037328,1470037674,1470038300,1470038305,1470038335,1470038434]"
1127,"[1470037215,1470037254,1470037314.3333333,1470037633,1470037646,1470037671.0,1470037686,1470037817,1470037827,1470037837,1470037847,1470037857,1470038370]"
1128,"[1470036858,1470036861,1470036891,1470037283,1470037303,1470037639,1470037659,1470037662,1470037676,1470038344,1470038455,1470038465]"
1129,"[1470036865,1470036905,1470036946,1470036965,1470037278,1470037583,1470038302,1470038312,1470038342,1470038427.0]"
1130,"[1470037230,1470037640,1470037661,1470037678,1470037858,1470038009,1470038019,1470038151,1470038171,1470038201,1470038221,1470038230]"
1131,"[1470037234.3333333,1470037636,1470037646,1470037656,1470037676.0,1470038296,1470038333,1470038353,1470038383,1470038403,1470038413]"
1132,"[1470037290,1470037300,1470037316,1470037326,1470037682,1470037820,1470037830,1470037840,1470037850,1470037860,1470038251]"
1133,"[1470037214,1470037275,1470037285,1470037288,1470037290,1470037300,1470037310,1470037330,1470037815,1470037832,1470037838,1470038413,1470038428.0,1470038443,1470038447]"
1134,"[1470036854,1470036864,1470036887,1470037291,1470037321,1470037661.0,1470038293,1470038303,1470038343,1470038453]"
1135,"[1470035131,1470035489,1470035499,1470035963,1470035973,1470035983,1470036003,1470036632,1470036662,1470036766,1470036776,1470036778,1470036828]"
1136,"[1470036928,1470036937,1470036947,1470037308,1470037311,1470037316,1470037326,1470037638,1470037834,1470037844,1470038391]"
1137,"[1470037219,1470037239,1470037289,1470037577,1470037597,1470037627,1470037747,1470037777,1470037796,1470038258,1470038270,1470038447,1470038467]"
1138,"[1470036860,1470036890,1470036910,1470036920,1470037274,1470037281,1470037637,1470037661.5,1470037670.0,1470038310.0,1470038330,1470038350,1470038405,1470038445.0]"
1139,"[1470037220,1470037222.5,1470037306,1470037650,1470037670,1470037680,1470038327.0,1470038352,1470038432,1470038442]"
1140,"[1470037304,1470037320,1470037324,1470037328,1470037332,1470037661,1470037710,1470037759,1470037772,1470038012,1470038157]"
1141,"[1470036931.0,1470036951,1470036961,1470036971,1470037275,1470037285,1470037321.5,1470037627,1470037677,1470037782,1470037952]"
1142,"[1470036912,1470036921,1470037283,1470037303,1470037313,1470037671,1470037827,1470037837,1470037847,1470037852,1470037936,1470037943]"
1143,"[1470036922,1470036952,1470038320,1470038330,1470038340,1470038350,1470038425,1470038435,1470038441,1470038443,1470038453,1470038463]"
1144,"[1470036954,1470036964,1470038305,1470038314,1470038324,1470038334,1470038415,1470038425,1470038435,1470038445]"
1145,"[1470036858,1470036897,1470036907,1470036910,1470036930,1470036940,1470036958,1470037278,1470037686,1470038305.0,1470038335.0,1470038459]"
1146,"[1470037226,1470037236,1470037296,1470038330,1470038340,1470038417,1470038421,1470038425,1470038430,1470038445]"
1147,"[1470036853,1470036876,1470036896,1470036911,1470037187,1470037191,1470037195,1470037196,1470037200,1470037210,1470037260,1470037300,1470037305,1470037986]"
1148,"[1470035121,1470035478,1470035963.0,1470036373,1470036393,1470036413,1470036453,1470036523,1470036563,1470036598,1470036600,1470036610,1470036620,1470036815,1470036885,1470036969.1666667,1470037026,1470037046,1470037161]"
1149,"[1470037220,1470037224,1470037237,1470037257,1470037642,1470037682,1470038298,1470038318.3333333,1470038352,1470038362]"
1150,"[1470036869,1470036991,1470037070.0,1470037119,1470037134,1470037137,1470037157,1470037177,1470037201,1470037203,1470037213,1470037302]"
1151,"[1470036875,1470037503,1470037828,1470037853.0,1470038048,1470038128,1470038138,1470038268,1470038278,1470038298]"
1152,"[1470036910,1470036927,1470037331,1470037639,1470037659,1470037669,1470037672,1470037674,1470037677,1470037687,1470038327,1470038337,1470038347]"
1153,"[1470018990,1470019060,1470019070,1470019080,1470019100,1470019113,1470019183.0,1470019798,1470019808,1470020098,1470020108,1470020128,1470020321,1470020420,1470020430]"
1154,"[1470019153,1470019766,1470019769,1470019772,1470019788,1470019798,1470019949,1470019955,1470019965,1470020341,1470020351,1470020471]"
1155,"[1470019074,1470019124,1470019134,1470019154,1470019184.0,1470019799,1470019923,1470020085.0,1470020140,1470020210]"
1156,"[1470018561,1470018571,1470018681,1470018685,1470018686,1470018690,1470018700,1470018712,1470018799,1470018816,1470018847,1470020303,1470020313]"
1157,"[1470019156,1470019166,1470019191.0,1470019752,1470019762,1470019782,1470019802,1470020125.0,1470020310.0,1470020365,1470020375,1470020385,1470020395]"
1158,"[1470019764,1470019774,1470019784,1470020106,1470020136,1470020286,1470020295,1470020320.0,1470020345,1470020440]"
1159,"[1470019170,1470019190,1470019200,1470019597,1470019603,1470019605,1470019645,1470019655,1470019665,1470019773,1470019783,1470019793,1470020143.0,1470020296,1470020433]"
1160,"[1470019165,1470019716,1470019725,1470020029,1470020049,1470020056,1470020078,1470020279,1470020283,1470020382]"
1161,"[1470016921,1470017714,1470017738,1470017748,1470017768,1470018825,1470020305,1470020315,1470020335,1470020428.25,1470020446]"
1162,"[1470019740,1470019748,1470019764,1470019802,1470019804,1470019891.25,1470019935,1470020067,1470020087.0,1470020102,1470020144,1470020296,1470020306,1470020336,1470020448,1470020468]"
1163,"[1470019179,1470019770,1470020130.0,1470020150,1470020160,1470020167,1470020329,1470020339,1470020344,1470020418.0]"
1164,"[1470019167,1470019782.0,1470019797,1470020159,1470020285,1470020295,1470020313,1470020334.0,1470020364,1470020374]"
1165,"[1470019162.0,1470019184,1470019195,1470020139,1470020149,1470020296,1470020306,1470020316,1470020319,1470020324,1470020417,1470020435,1470020455.0]"
1166,"[1470019181.0,1470019766,1470019786,1470019796,1470020111,1470020120,1470020317,1470020322,1470020323,1470020456]"
1167,"[1470018997,1470019027,1470019037,1470019047,1470019067,1470019171.0,1470019206,1470019476,1470019496,1470019526.0,1470019546,1470020299,1470020429]"
1168,"[1470019792,1470019888,1470019919,1470019924,1470019929,1470019935,1470019942,1470019948,1470019956,1470019961,1470019965,1470019970,1470019975,1470019979,1470019984,1470020459]"
1169,"[1470019198,1470019791,1470020134.0,1470020159,1470020167,1470020303.0,1470020315,1470020345,1470020443,1470020456]"
1170,"[1470019157,1470019177,1470019507,1470019517,1470019527,1470019557,1470019567,1470019946,1470019956,1470020390,1470020411]"
1171,"[1470019758,1470019763,1470019768,1470019792,1470020089,1470020095,1470020100,1470020120,1470020130,1470020415.0]"
1172,"[1470019157,1470019177,1470020127,1470020147,1470020167,1470020313,1470020415,1470020435,1470020436,1470020438,1470020466,1470020471]"
1173,"[1470019148,1470019158,1470019166,1470019168,1470019188,1470019198,1470019208,1470019759,1470020325.0,1470020425,1470020450.0]"
1174,"[1470017695,1470017915,1470017925,1470018032,1470018037,1470018048,1470018058,1470018124,1470018156,1470018163,1470018173,1470018539,1470018584.0,1470018595,1470019523.0,1470019548,1470019558,1470020299,1470020314.0]"
1175,"[1470019176,1470019206,1470019735,1470019745,1470019751,1470019761,1470019771,1470019939,1470020332,1470020334,1470020420]"
1176,"[1470019203,1470019736,1470019766,1470020075,1470020140.0,1470020215,1470020284,1470020341,1470020385,1470020445,1470020455]"
1177,"[1470018553,1470018583,1470019123,1470019158,1470019169,1470019206,1470019208,1470019342,1470019472,1470019482,1470019492,1470019937,1470019947,1470019977.0,1470019997]"
1178,"[1470019766,1470019776,1470019786,1470019805,1470020122,1470020152,1470020162,1470020294,1470020324,1470020359.0,1470020374,1470020384,1470020394,1470020404]"
1179,"[1470019175,1470019188,1470019190,1470019193,1470019208,1470019209,1470019545,1470019553.0,1470019564,1470019945,1470020294,1470020405,1470020417.5,1470020423,1470020461]"
1180,"[1470019170.0,1470019197.5,1470019754,1470019783,1470020114,1470020119.0,1470020130,1470020160,1470020169,1470020318.0,1470020393,1470020401]"
1181,"[1470019151,1470019161,1470019171,1470019181,1470019196.0,1470019796.0,1470020116,1470020124,1470020134,1470020139,1470020149,1470020154,1470020325.0]"
1182,"[1470018558.0,1470018573,1470018603,1470019528,1470019924.5,1470019959.8333333,1470020296,1470020304,1470020441,1470020469]"
1183,"[1470019769.5,1470019805,1470019961,1470019965,1470019983,1470020302.0,1470020317,1470020347,1470020357,1470020394,1470020398]"
1184,"[1470018569,1470018579,1470018589,1470019402,1470019404,1470020300,1470020310,1470020320,1470020330,1470020420,1470020450]"
1185,"[1470019172,1470019182,1470019192,1470019718,1470019738,1470019788,1470019794,1470020416,1470020426,1470020434]"
1186,"[1470019109.0,1470019179,1470019757,1470019777,1470020144,1470020159.0,1470020300,1470020332.0,1470020431,1470020464]"
1187,"[1470018703.0,1470019404,1470019409,1470019429,1470019439,1470020043,1470020063,1470020123,1470020279.0,1470020373,1470020393,1470020453,1470020463]"
1188,"[1470019158,1470019198,1470019767,1470019777,1470019787,1470019797,1470019807,1470020087,1470020325,1470020335,1470020415,1470020435]"
1189,"[1470019156,1470019518,1470019542,1470019552,1470020309,1470020319,1470020333,1470020355,1470020374.0,1470020384]"
1190,"[1470019160,1470019170,1470019190,1470019210,1470020269,1470020289,1470020319,1470020329,1470020332,1470020449,1470020454]"
1191,"[1470019157,1470019167,1470019197,1470019416,1470019436,1470020312.0,1470020333,1470020446,1470020452,1470020457]"
1192,"[1470019759,1470019769,1470019778,1470019782,1470019792,1470019802,1470019812,1470020121,1470020141,1470020390,1470020391,1470020416]"
1193,"[1470020139,1470020159,1470020199,1470020204,1470020234,1470020264,1470020274,1470020299.0,1470020324,1470020339,1470020411]"
1194,"[1470018555,1470018563,1470018573,1470018593.0,1470019510,1470019529,1470020327,1470020417,1470020427,1470020435]"
1195,"[1470019178,1470019208,1470019788,1470019808,1470020127,1470020297,1470020303,1470020323,1470020333,1470020343,1470020428.0]"
1196,"[1470019161,1470019181,1470019201,1470019546.0,1470019945,1470019955,1470019965,1470019975,1470020215,1470020225,1470020235,1470020392,1470020402]"
1197,"[1470018567,1470018577,1470018587,1470018607,1470018677,1470018687,1470018697,1470020293,1470020324,1470020344,1470020434]"
1198,"[1470019160,1470019205.0,1470020137,1470020157,1470020297,1470020307,1470020317,1470020327,1470020337,1470020437]"
1199,"[1470019791,1470020131,1470020141,1470020151,1470020300,1470020320,1470020330,1470020423,1470020436,1470020446,1470020456,1470020466]"
1200,"[1470018588,1470018608,1470019557,1470019964,1470019974,1470019984,1470020297,1470020347,1470020427,1470020461.0]"
1201,"[1470019527,1470019532,1470019552,1470019572,1470019945,1470019948,1470019951,1470019956,1470019959,1470020433]"
1202,"[1470019181.0,1470019790,1470019800,1470019804.0,1470020116.5,1470020120.5,1470020143,1470020149,1470020151,1470020328.5,1470020334.0]"
1203,"[1470019176.0,1470019196,1470019761,1470019765,1470019790,1470020123,1470020298,1470020333.0,1470020462,1470020472]"
1204,"[1470019158,1470019168,1470019208,1470019764,1470019784,1470019794,1470019936,1470020424,1470020431,1470020435]"
1205,"[1470019189,1470019203,1470019205,1470019206,1470019791,1470019804,1470020125,1470020135,1470020295,1470020308,1470020318,1470020338,1470020471]"
1206,"[1470019136,1470019146,1470019156,1470019161,1470019170,1470020143,1470020273,1470020283,1470020333,1470020433.0]"
1207,"[1470019149,1470019164,1470019168,1470019173,1470019178,1470019209,1470019769,1470019789,1470020129,1470020356]"
1208,"[1470019176,1470019186,1470019206,1470020121,1470020141,1470020166.0,1470020321.0,1470020351,1470020381,1470020391]"
1209,"[1470019169.3333333,1470019181,1470019768.0,1470019788,1470019798,1470019808,1470020139,1470020149,1470020169,1470020279,1470020339,1470020419,1470020439]"
1210,"[1470018076,1470018086,1470018096,1470018143,1470018163,1470018195,1470018369,1470018391,1470018536,1470018590.0,1470018631,1470019043.0,1470019188,1470019203.0,1470019518,1470019522,1470019525,1470019545,1470019555,1470019942,1470019951,1470019962,1470020232]"
1211,"[1470019755,1470019764,1470019783,1470020107,1470020289,1470020319.0,1470020349,1470020429,1470020449,1470020450,1470020452,1470020472]"
1212,"[1470019156,1470019188.0,1470019798,1470019938,1470019958,1470020259,1470020269,1470020299,1470020319,1470020419,1470020429,1470020449,1470020459,1470020469]"
1213,"[1470018602,1470018612,1470019520,1470019530,1470019559.0,1470019971.0,1470020400,1470020413,1470020421,1470020462.5]"
1214,"[1470019156,1470019173,1470019174,1470019177,1470019187,1470019197,1470019207,1470019753,1470019962,1470019992,1470020344,1470020439,1470020454.0]"
1215,"[1470019167,1470019212,1470019290,1470019293,1470019412,1470019416,1470019419,1470019421,1470019461,1470019492,1470019553,1470019563]"
1216,"[1470019175,1470019188,1470019203.0,1470019759,1470019789,1470019804,1470019808,1470020141,1470020142,1470020152,1470020168,1470020235,1470020244]"
1217,"[1470019153,1470019172,1470019280,1470019281,1470019282,1470019285,1470019287,1470020381,1470020396,1470020406,1470020407]"
1218,"[1470019149,1470019155,1470019534,1470019554.0,1470019915,1470020267,1470020287.0,1470020307,1470020317,1470020337.0,1470020367]"
1219,"[1470019159,1470019796,1470019806,1470019936,1470019946,1470019956,1470019966,1470020309,1470020339.0,1470020439]"
