Traj_id,Time_list
11566,"[1470042988,1470043093,1470045547,1470045557,1470045569,1470045594.0,1470045609,1470045619,1470045629,1470045649,1470045659,1470045669]"
11567,"[1470042628.0,1470042663,1470043049.0,1470043069,1470043089,1470044534,1470044544,1470044554,1470045089.0,1470045114,1470045120.5,1470045122,1470045124,1470045491,1470045521,1470045531,1470045606.0,1470045671]"
11568,"[1470042615,1470042667,1470043063,1470044538,1470044558,1470044562,1470045075,1470045085,1470045125,1470045499]"
11569,"[1470042616,1470042626,1470042646,1470042666,1470043057,1470043067,1470044536,1470044837,1470044843,1470044880.0,1470045315,1470045441,1470045491,1470045631]"
11570,"[1470042650,1470042665.0,1470042790,1470044567,1470044577,1470045075,1470045085,1470045095,1470045105,1470045115,1470045122,1470045132,1470045527,1470045537,1470045547]"
11571,"[1470042671,1470042775.0,1470044536,1470044546,1470044576.0,1470045088.0,1470045501.0,1470045552.0,1470045554,1470045560,1470045590,1470045650.0]"
11572,"[1470042622,1470042632,1470042652,1470042662,1470043042,1470043052,1470044499,1470044509,1470044514,1470044540.5,1470045094.0,1470045537,1470045634.0]"
11573,"[1470043220,1470043250,1470043252,1470043254,1470044837,1470044867,1470044876,1470044886,1470044892,1470044904,1470044914,1470044929.8,1470044964,1470044974,1470044981,1470044991,1470045001,1470045061.0,1470045081]"
11574,"[1470043069,1470044543,1470044553,1470044563,1470044573,1470044583,1470045086.5,1470045499.0,1470045533.6666667,1470045578.5,1470045604,1470045618.0,1470045634,1470045659.5]"
11575,"[1470043071,1470043081,1470044534,1470044544,1470045093.0,1470045122,1470045132,1470045572,1470045612,1470045672]"
11576,"[1470042626,1470043042,1470044537,1470044543,1470044575,1470044581,1470044591,1470045078,1470045088,1470045118,1470045605.0]"
11577,"[1470042637,1470042641,1470042645,1470042650,1470043040,1470043050,1470043060,1470043075.0,1470044568,1470044718]"
11578,"[1470042968,1470042983.0,1470042996,1470043006,1470043036,1470043046,1470043056,1470043066,1470043076,1470044542,1470044546,1470045103,1470045113,1470045123,1470045343,1470045619]"
11579,"[1470042651.0,1470042747.0,1470042772,1470042792,1470044547,1470045498.5,1470045609,1470045629,1470045639,1470045659]"
11580,"[1470042672,1470043037,1470043047,1470045124,1470045349,1470045359,1470045369,1470045555,1470045560.5,1470045665]"
11581,"[1470042648,1470042670,1470043084,1470043085,1470044552,1470044587.0,1470045088.75,1470045118.5,1470045520,1470045630,1470045650,1470045670]"
11582,"[1470042657,1470042737,1470042743,1470042763,1470042777,1470042787,1470045090,1470045114,1470045525.0,1470045560]"
11583,"[1470042656,1470042666,1470043066.0,1470045087,1470045494,1470045504,1470045514,1470045524,1470045594,1470045604,1470045619.0,1470045654]"
11584,"[1470042671,1470042738,1470042759,1470042789,1470044565,1470044575,1470045500,1470045510,1470045550,1470045564,1470045574,1470045584,1470045594,1470045639.0]"
11585,"[1470042627,1470042657,1470042667,1470042737,1470042762.0,1470042787,1470044540,1470044550,1470044590,1470045506,1470045528,1470045542,1470045596]"
11586,"[1470042624,1470042626,1470042628,1470042649,1470042659,1470043029,1470044531,1470044547.0,1470045089,1470045423]"
11587,"[1470042622,1470042642,1470042652,1470042672,1470043070,1470043789,1470043809,1470044436,1470044438,1470044441,1470044848,1470044874,1470044884,1470045013,1470045033,1470045158,1470045176,1470045180]"
11588,"[1470042628,1470042666,1470043034,1470043234,1470045113.0,1470045523,1470045533,1470045543,1470045653,1470045663]"
11589,"[1470044558,1470044588,1470045076,1470045106.0,1470045316,1470045324,1470045353.25,1470045586,1470045616,1470045626,1470045636,1470045661.0]"
11590,"[1470042627,1470042748,1470044563,1470044567,1470045528,1470045548,1470045557,1470045571,1470045651,1470045653.5,1470045664]"
11591,"[1470042621,1470042651,1470042661,1470043091,1470044530,1470044540,1470044550,1470044560,1470044590,1470045107.0,1470045501.0,1470045609.6666667]"
11592,"[1470042617,1470042625,1470042630,1470042650,1470043079,1470043089,1470045125.0,1470045385,1470045386,1470045388,1470045398,1470045418.0,1470045435]"
11593,"[1470042618,1470042628,1470042648,1470042655,1470042665,1470042745,1470042755,1470042780.0,1470044557.0,1470045500,1470045520,1470045540.0,1470045600.0]"
11594,"[1470043055.0,1470043088,1470044256,1470044466,1470044476,1470044486,1470044710.0,1470044855,1470045338,1470045591,1470045631,1470045641,1470045661.0]"
11595,"[1470042661.0,1470043070,1470044534,1470044544,1470044554,1470044574,1470044584,1470045078,1470045098,1470045101,1470045349,1470045359]"
11596,"[1470042634,1470042664,1470043052,1470043291,1470043301,1470044415,1470044418,1470044597,1470044599,1470044600,1470044614,1470044627,1470044643,1470044792,1470044795,1470044825]"
11597,"[1470042642.0,1470043073,1470043261,1470044971,1470045011,1470045051,1470045061,1470045501,1470045541,1470045601]"
11598,"[1470042614,1470042634,1470042654.0,1470043049.0,1470043084,1470045532,1470045542,1470045612,1470045622,1470045663]"
11599,"[1470044563,1470044573,1470044583,1470045080,1470045090,1470045501,1470045516.0,1470045531,1470045561,1470045614,1470045624,1470045634]"
11600,"[1470043046.0,1470043073,1470043083,1470043087,1470044541,1470044571,1470045084,1470045104,1470045114,1470045124,1470045435]"
11601,"[1470043029,1470043049,1470043059,1470043079.0,1470044540,1470044542,1470044545,1470045085,1470045118.0,1470045540.0,1470045635,1470045637.5,1470045641,1470045658,1470045662]"
11602,"[1470044539,1470044579,1470044589,1470045074,1470045084,1470045090,1470045100,1470045120,1470045495,1470045501,1470045506,1470045641.0,1470045656,1470045666]"
11603,"[1470042640.0,1470043049,1470043059,1470044535,1470044855,1470045367,1470045407,1470045459,1470045630,1470045661.0]"
11604,"[1470042672,1470042735,1470042745,1470042775.0,1470044576,1470044582,1470044585,1470045078,1470045496,1470045641.0,1470045666]"
11605,"[1470044540,1470044558,1470045356,1470045566,1470045586,1470045618.5,1470045631,1470045641,1470045651,1470045671]"
11606,"[1470042662,1470043049,1470043195,1470043205,1470043223,1470044445.0,1470044715,1470045227.0,1470045267,1470045277,1470045283,1470045531.3333333,1470045663]"
11607,"[1470043042,1470044546,1470044591,1470045081,1470045091,1470045121,1470045131,1470045491,1470045511,1470045601,1470045661]"
11608,"[1470042629,1470042643,1470042653,1470042664,1470043035,1470043045,1470043055,1470043065,1470044536,1470044545,1470044555,1470044585,1470045119,1470045129,1470045313,1470045333,1470045343]"
11609,"[1470042666,1470043072,1470044538.0,1470044563,1470044578.0,1470045078.0,1470045093,1470045103,1470045493,1470045513,1470045523,1470045543,1470045643]"
11610,"[1470043059,1470043230,1470043236,1470043286,1470043315,1470043779,1470044849,1470044859,1470044879,1470044889,1470045559,1470045579,1470045609]"
11611,"[1470043047,1470043057,1470043067,1470043069,1470044541,1470045075,1470045085,1470045347,1470045380,1470045389,1470045456,1470045486]"
11612,"[1470043058.0,1470043231,1470043754,1470043757,1470043767,1470043811,1470044435.25,1470044540.0,1470044560,1470044630,1470044780]"
11613,"[1470042641.0,1470042745.0,1470042747,1470043222,1470043756,1470043786,1470044436,1470044446,1470045326,1470045350,1470045420,1470045450,1470045470,1470045617]"
11614,"[1470042614,1470042624,1470042645.0,1470043037,1470043058,1470043220,1470043233,1470045110,1470045130,1470045338,1470045558,1470045596]"
11615,"[1470042630,1470042640,1470042880.0,1470045086.0,1470045116,1470045126,1470045318,1470045338,1470045358,1470045372,1470045562,1470045602,1470045632.0,1470045652]"
11616,"[1470042781.0,1470044533,1470044553,1470044583,1470045103,1470045516.0,1470045531,1470045541,1470045596,1470045636]"
11617,"[1470042623,1470042633,1470042643,1470043033,1470044591,1470045088,1470045540,1470045560,1470045580,1470045586,1470045596,1470045606,1470045636]"
11618,"[1470042616,1470043065,1470043071,1470043073,1470044558,1470044559,1470044567,1470044573,1470044580,1470044583,1470044586,1470044591,1470045530,1470045606]"
11619,"[1470044530,1470044535,1470044540,1470044548,1470044552,1470044560,1470044564,1470044568,1470044578,1470044584,1470044589,1470045099.0,1470045129,1470045340.0,1470045555]"
11620,"[1470042659,1470042744,1470042774.0,1470045123.0,1470045530,1470045537,1470045541.5,1470045556,1470045656,1470045666]"
11621,"[1470042608,1470042618,1470042648,1470042668,1470042748,1470044534,1470045131,1470045530,1470045540,1470045580]"
11622,"[1470042751.0,1470042762,1470042782,1470044559,1470045115,1470045125,1470045500,1470045530,1470045600,1470045610,1470045630.0,1470045650]"
11623,"[1470042618,1470042648,1470043062,1470043242,1470043262,1470045517,1470045523,1470045527,1470045636.0,1470045666]"
11624,"[1470042653.0,1470043040,1470043050,1470043060,1470043070,1470043080,1470044534,1470044548,1470044549,1470045085,1470045497,1470045503,1470045576,1470045586]"
11625,"[1470043043.0,1470044560.0,1470045089,1470045495,1470045525,1470045565,1470045585,1470045605,1470045625,1470045635]"
11626,"[1470042670,1470043091.5,1470043273.2857144,1470043322,1470043332,1470043788.0,1470044419,1470044439,1470044727,1470044757,1470045648.0,1470045664.0]"
11627,"[1470042621.0,1470043041.0,1470045079,1470045089,1470045099,1470045129,1470045355.5,1470045366,1470045566,1470045586,1470045606,1470045616,1470045621,1470045631,1470045661]"
11628,"[1470042742,1470042762,1470043302,1470043796,1470044493,1470044631.75,1470045341.0,1470045399,1470045419,1470045439,1470045459,1470045639]"
11629,"[1470042617,1470042733,1470042743,1470042751,1470042753,1470042754,1470042779.0,1470044399,1470044471,1470045092.0,1470045503]"
11630,"[1470042623,1470043082,1470044538,1470044573,1470044738.0,1470044759,1470044769,1470045555,1470045589,1470045599,1470045609,1470045619]"
11631,"[1470043057.5,1470044508,1470044528.0,1470044558,1470044588,1470045509,1470045569,1470045579,1470045609,1470045615,1470045625]"
11632,"[1470042641,1470042651,1470042661,1470045075,1470045085,1470045105,1470045495,1470045505,1470045516,1470045526,1470045536,1470045546,1470045567,1470045582.0,1470045597,1470045669]"
11633,"[1470042646,1470042655,1470042656.5,1470043076,1470043234.5,1470043259,1470043262,1470043295,1470043298,1470043312,1470043793,1470043796,1470043841.0,1470043854,1470044114.0,1470044159.0,1470045624]"
11634,"[1470043038,1470043062,1470043070,1470043075,1470043079,1470043146,1470043166,1470043176,1470043216,1470043236,1470043256,1470045550,1470045575.5,1470045592]"
11635,"[1470043039,1470043048,1470043052,1470043062,1470043082,1470044535,1470045079,1470045089,1470045127,1470045527]"
11636,"[1470042628,1470043059,1470044583,1470045083.0,1470045111,1470045131,1470045501,1470045511,1470045531,1470045541,1470045549,1470045557,1470045577,1470045597,1470045626,1470045636,1470045666]"
11637,"[1470042617,1470042637,1470042657,1470042667,1470043062.0,1470043092,1470043235,1470043237,1470045442,1470045503,1470045515,1470045665]"
11638,"[1470042637,1470042671.5,1470042753.0,1470042778,1470042788,1470044538,1470044548,1470044578,1470044838,1470044858,1470044878,1470045347,1470045427,1470045447,1470045649]"
11639,"[1470042745.4285715,1470044555,1470044582,1470045123,1470045128,1470045314,1470045349.0,1470045374,1470045384,1470045394,1470045404,1470045455.0]"
11640,"[1470042636,1470042646,1470043041,1470044559,1470044569,1470044589,1470044842,1470044851,1470044855.5,1470044860]"
11641,"[1470042735,1470042740,1470043212,1470043222,1470044778,1470044788,1470044835.0,1470044869,1470044892,1470045331,1470045372,1470045444]"
11642,"[1470042659,1470042662,1470042672,1470042735,1470044546,1470044556,1470044574,1470045124,1470045495,1470045520.0,1470045565]"
11643,"[1470042659,1470044499,1470044554.0,1470044649,1470044659,1470044669,1470045403,1470045463,1470045473,1470045483,1470045620,1470045623]"
11644,"[1470042640.6,1470042733,1470042743,1470042780.0,1470043260,1470043330,1470043760,1470043780,1470043790,1470043800,1470043810,1470043830,1470045656]"
11645,"[1470042630,1470042633,1470042637,1470042647,1470042653,1470042663,1470042785,1470044567,1470044581,1470045542,1470045627.0,1470045663]"
11646,"[1470042619,1470042631,1470042633,1470042792,1470044479.0,1470044509,1470044519,1470044869,1470044877,1470045284.0]"
11647,"[1470042652,1470043048,1470043088,1470044547,1470044567,1470044582,1470044885,1470045341,1470045607,1470045667]"
11648,"[1470042615,1470042625,1470042635,1470042645,1470042655,1470042665,1470043065,1470043075,1470043085,1470044550,1470044560,1470045099,1470045514,1470045536,1470045646,1470045656]"
11649,"[1470042621,1470042631,1470042641,1470043041,1470045077,1470045099,1470045345,1470045390.0,1470045420.0,1470045475]"
11650,"[1470043029,1470043060,1470043069,1470043090,1470043235.0,1470045121,1470045131,1470045537.0,1470045560,1470045585]"
11651,"[1470043035,1470043294,1470043787,1470043791,1470044835,1470044865,1470045354,1470045560,1470045620,1470045630,1470045650]"
11652,"[1470042654.5,1470043037,1470043242.0,1470043282.0,1470043301,1470043779,1470043859,1470043869,1470044302,1470044924,1470044934,1470044954,1470044964]"
11653,"[1470042655.0,1470043048,1470043068,1470043088,1470044562,1470045082,1470045102,1470045122.0,1470045509,1470045579,1470045589,1470045637,1470045647,1470045667]"
11654,"[1470042620,1470042640.0,1470042660,1470042760,1470042770,1470042773,1470042774,1470042784,1470042789,1470045076,1470045115,1470045255,1470045275]"
11655,"[1470042760,1470042765,1470045074,1470045077,1470045080,1470045084,1470045094,1470045104,1470045114,1470045124,1470045511,1470045551,1470045571,1470045631,1470045651]"
11656,"[1470042624,1470042634,1470043046,1470043056,1470043066,1470043213,1470045097,1470045511,1470045512,1470045525,1470045545,1470045609,1470045619,1470045669]"
11657,"[1470043044.0,1470043072,1470043222,1470043242,1470043262,1470043272,1470045099,1470045119,1470045223,1470045243,1470045480]"
11658,"[1470042757,1470044550,1470045078,1470045098,1470045348.0,1470045403,1470045413,1470045443.0,1470045648,1470045658,1470045668]"
11659,"[1470044570.0,1470045087,1470045097,1470045107,1470045127,1470045502.0,1470045517,1470045542,1470045587.0,1470045652.0]"
11660,"[1470043035,1470043051,1470044521.0,1470044591,1470045123,1470045324,1470045343,1470045575,1470045577,1470045587,1470045597,1470045632.3333333]"
11661,"[1470042746,1470044556,1470045082,1470045117.0,1470045499,1470045533,1470045577,1470045621,1470045641,1470045671]"
11662,"[1470042614,1470043080,1470044537,1470044557,1470044558,1470044568,1470044578,1470044746,1470045545,1470045556,1470045608,1470045618,1470045658]"
11663,"[1470042743,1470042756,1470044546.6666667,1470044563,1470044573,1470044584,1470045104.0,1470045512,1470045522,1470045582.0,1470045642]"
11664,"[1470042630,1470042770,1470042777,1470042781,1470044583.6666667,1470045118,1470045128,1470045521.0,1470045566,1470045596,1470045606]"
11665,"[1470042650,1470042660,1470042669,1470043806,1470044360,1470044370,1470044380,1470044400,1470044410,1470045336.0,1470045591.0,1470045641,1470045651]"
11666,"[1470042623,1470044567,1470044577,1470045076,1470045086,1470045496,1470045506,1470045536,1470045566,1470045576]"
11667,"[1470042454.0,1470042534,1470042557.6666667,1470042581,1470042591,1470042630,1470042640,1470042650,1470042756,1470042776,1470045099.0,1470045604,1470045609]"
11668,"[1470042633,1470042636,1470042653,1470042663,1470042669,1470042735,1470042738,1470042757.5,1470042760.0,1470043775,1470043805,1470045305,1470045405]"
11669,"[1470042652,1470043030.0,1470043060,1470043074,1470045080,1470045320.0,1470045574.0,1470045609,1470045654,1470045664]"
11670,"[1470042617,1470043054,1470044558,1470044568,1470045108.0,1470045223,1470045243,1470045253,1470045273,1470045293]"
11671,"[1470042631,1470042661,1470042667.5,1470043042,1470043052,1470043062,1470043072,1470044562,1470044587.0,1470045534,1470045537]"
11672,"[1470042613,1470042664.0,1470042748,1470042758,1470042768,1470042778,1470042788,1470044539.0,1470044567,1470045106.0,1470045439,1470045445,1470045630]"
11673,"[1470042524,1470042968,1470042978,1470042982,1470043012,1470043022,1470043038.0,1470043205,1470043245,1470043255,1470043777,1470043813,1470045413,1470045443]"
11674,"[1470042645,1470042745,1470043529.0,1470044733,1470044748.0,1470044763,1470045433,1470045454.0,1470045614,1470045624,1470045628,1470045647.0]"
11675,"[1470044538.0,1470044583,1470044592,1470045505,1470045549,1470045559,1470045569,1470045584.0,1470045599,1470045606,1470045616,1470045653]"
11676,"[1470042663,1470042713,1470044572,1470044592,1470045083,1470045100,1470045119,1470045129,1470045494,1470045544,1470045564,1470045633]"
11677,"[1470042663,1470042733,1470042773,1470044539.0,1470045099,1470045109,1470045496,1470045506,1470045536,1470045585,1470045592.5,1470045597,1470045601,1470045635.0,1470045641,1470045651,1470045657]"
11678,"[1470042778,1470044538,1470044548,1470044557,1470044568,1470044578,1470045550,1470045610,1470045623,1470045626,1470045631,1470045632,1470045642,1470045645,1470045647]"
11679,"[1470042637,1470042733,1470044503,1470044510,1470044526,1470044536,1470044546,1470044556,1470044576,1470044586,1470045086,1470045126,1470045495,1470045515.0,1470045535,1470045545,1470045560.0,1470045600.0,1470045655]"
11680,"[1470042630,1470042651,1470042790.0,1470043252,1470045093,1470045103,1470045493,1470045513.0,1470045533,1470045563,1470045600,1470045610,1470045631.6666667,1470045643]"
11681,"[1470042622,1470042642,1470043038,1470044564,1470045119,1470045547,1470045577.0,1470045617,1470045627,1470045647,1470045667]"
11682,"[1470042613,1470043037,1470043068,1470044564.0,1470045079.0,1470045094,1470045603,1470045606,1470045626.0,1470045655,1470045666]"
11683,"[1470042631,1470042641,1470042660,1470042664,1470043061,1470044564.2,1470044592,1470045523.0,1470045572,1470045598,1470045648,1470045658,1470045668]"
11684,"[1470042617,1470042632.0,1470042657,1470042667,1470042767,1470044589,1470045079,1470045365,1470045575.0,1470045605,1470045655.0]"
11685,"[1470042645,1470042655,1470043063,1470044554.0,1470045084.0,1470045099,1470045119,1470045129,1470045409.0,1470045429,1470045439,1470045459,1470045529,1470045609,1470045639,1470045649,1470045660.5]"
11686,"[1470043043.0,1470043082,1470043086,1470044553,1470044563,1470045080,1470045090,1470045120,1470045130,1470045521.0,1470045571]"
11687,"[1470042531,1470042551,1470042581,1470042628,1470042638,1470042703.5,1470042769,1470042779,1470043258,1470043398,1470043426.1666667,1470045388,1470045478,1470045488]"
11688,"[1470044494,1470044514,1470044565,1470045499,1470045549,1470045559,1470045579,1470045609,1470045619,1470045639]"
11689,"[1470043068,1470043078,1470044587,1470044882,1470044886,1470045044,1470045104.0,1470045144,1470045219.0,1470045352.5,1470045384.0,1470045410.3333333,1470045452.0]"
11690,"[1470044536,1470044546,1470044556,1470045106.0,1470045126,1470045130,1470045320,1470045330,1470045337,1470045348,1470045363,1470045517,1470045527,1470045537]"
11691,"[1470042634,1470043037,1470043047,1470043056,1470043060,1470043063,1470043074,1470044559,1470044569,1470044579,1470045100.0,1470045555,1470045646]"
11692,"[1470042617,1470043051,1470043071,1470043078,1470044562,1470044572,1470045105,1470045345,1470045365,1470045610.0]"
11693,"[1470042664.0,1470042739,1470044551,1470044571,1470044579,1470044589,1470045091,1470045325.0,1470045345,1470045632]"
11694,"[1470043078,1470043085,1470044566,1470044576,1470045132,1470045384,1470045409,1470045449.0,1470045627.0,1470045660]"
11695,"[1470042582,1470042642,1470042672,1470043052,1470044580,1470045519,1470045589,1470045619,1470045649,1470045660]"
11696,"[1470042614,1470042734,1470042744,1470042754,1470042764,1470042774,1470043223.0,1470043771,1470043810,1470044353,1470045361,1470045416]"
11697,"[1470042617,1470042757,1470042777,1470044539,1470044559,1470044569,1470045089,1470045498,1470045508,1470045518,1470045538,1470045558,1470045578,1470045588]"
11698,"[1470042634,1470042664,1470043054,1470043216,1470043226,1470043246,1470045082.0,1470045113,1470045133,1470045534,1470045544,1470045594,1470045619.0,1470045644,1470045654]"
11699,"[1470043074,1470043217,1470043247,1470043312.0,1470043326,1470044458,1470044745,1470044748,1470045442,1470045445,1470045455,1470045480.0]"
11700,"[1470042874,1470042954,1470043014,1470043070,1470044584,1470045091,1470045101,1470045111,1470045121,1470045509,1470045529,1470045559,1470045579,1470045629]"
11701,"[1470042629,1470042643,1470042656,1470044546,1470044566,1470044576,1470044586,1470044717,1470045579,1470045599,1470045654.0]"
11702,"[1470042640.0,1470043234.0,1470043262,1470045096,1470045327,1470045337,1470045344,1470045356,1470045383,1470045395,1470045405,1470045618,1470045620]"
11703,"[1470043069.0,1470044533,1470044544.5,1470044556,1470044590,1470045093,1470045111,1470045507,1470045527,1470045547,1470045567,1470045580,1470045586,1470045591,1470045611,1470045631,1470045641,1470045671]"
11704,"[1470042638,1470042658,1470044570,1470044577,1470045077,1470045087,1470045097,1470045117,1470045127,1470045359,1470045388,1470045424.0,1470045459]"
11705,"[1470042608,1470042609,1470042619,1470042629,1470042658,1470042673,1470043045,1470043065,1470043075,1470044545.0,1470044560,1470044570,1470044580,1470044590,1470044835,1470044836,1470044837,1470044867,1470044877,1470044912.0,1470044947,1470044997]"
11706,"[1470043033,1470043043,1470043063,1470044556,1470044566,1470045096.0,1470045498,1470045514,1470045583,1470045595,1470045665]"
11707,"[1470042617,1470043036,1470043076,1470044558,1470045080,1470045090,1470045516,1470045529,1470045549,1470045625]"
11708,"[1470043048,1470043091.5,1470043240,1470043256,1470043270,1470045517,1470045523,1470045543.0,1470045632.5,1470045644,1470045661]"
11709,"[1470042616,1470042656,1470042771,1470042781,1470042791,1470044557,1470045091,1470045131,1470045495,1470045515,1470045545,1470045565,1470045601,1470045605]"
11710,"[1470042657.5714285,1470042769,1470042779,1470044571,1470044591,1470045131,1470045511,1470045521,1470045531,1470045541,1470045551,1470045581]"
11711,"[1470043024,1470043044,1470044561,1470044567,1470045101.0,1470045571,1470045576.0,1470045588,1470045623.0,1470045648]"
11712,"[1470042727.0,1470042777,1470044559,1470044569,1470045125,1470045128,1470045130,1470045496,1470045506,1470045546.0,1470045589]"
11713,"[1470042633,1470042650,1470042657,1470042735,1470042765,1470044536,1470044576,1470044586,1470044966,1470045206,1470045256,1470045266,1470045304]"
11714,"[1470044540,1470044553,1470045096,1470045116.0,1470045492,1470045542,1470045562,1470045572,1470045582,1470045602,1470045622,1470045642]"
11715,"[1470042632,1470042662,1470043058,1470044544,1470044554,1470045502,1470045522,1470045542,1470045572,1470045622]"
11716,"[1470042614,1470042649.0,1470043034,1470043044,1470043074,1470043214,1470043249.0,1470045103.0,1470045431,1470045441,1470045461,1470045471,1470045481,1470045651,1470045662]"
11717,"[1470043031.0,1470043063.0,1470044557,1470045085,1470045094,1470045505,1470045515,1470045531,1470045591,1470045651,1470045661,1470045671]"
11718,"[1470042698,1470042762,1470042942,1470042962,1470044562,1470044582,1470045091,1470045322,1470045324,1470045596]"
11719,"[1470043318,1470043754,1470043759,1470043769,1470043779,1470043782,1470043802,1470044853.6,1470044893,1470044904,1470044914]"
11720,"[1470042613,1470042624,1470042643,1470042653,1470043215,1470043267,1470043764,1470044456.5,1470045332,1470045352,1470045552,1470045582,1470045637.0,1470045652,1470045672]"
11721,"[1470042654.0,1470042767,1470042777,1470042787,1470043218,1470043248,1470045083.0,1470045098,1470045118.0,1470045522,1470045662]"
11722,"[1470043057,1470043175.3333333,1470043187,1470043197,1470043227,1470043242,1470044367,1470044438,1470044458,1470044468,1470044862.0,1470044892,1470045322,1470045602]"
11723,"[1470042548,1470043054,1470043064,1470044490,1470044500,1470044525,1470044535,1470044568,1470044575,1470044578,1470044582,1470045372,1470045582,1470045602]"
11724,"[1470042617,1470042739,1470043214,1470043215,1470043225,1470045073,1470045083,1470045313,1470045323,1470045343,1470045561,1470045614,1470045634]"
11725,"[1470043042,1470045099.0,1470045129,1470045131.5,1470045480,1470045490,1470045505.0,1470045520,1470045562,1470045582.0,1470045635,1470045655,1470045665]"
11726,"[1470042634,1470042644,1470043063,1470043073,1470044551,1470044581,1470045055,1470045064,1470045084,1470045104,1470045320,1470045335.5,1470045351,1470045611]"
11727,"[1470042634,1470042644,1470043034,1470044547.0,1470044572,1470045089,1470045109,1470045112,1470045214,1470045274]"
11728,"[1470042745,1470042755,1470043240,1470043260,1470045087,1470045117,1470045336,1470045386,1470045406.0,1470045436,1470045626,1470045646]"
11729,"[1470042641,1470042651,1470043060,1470043080.0,1470043240,1470045111,1470045495,1470045525,1470045565,1470045575,1470045595,1470045605,1470045625]"
11730,"[1470042666,1470043036,1470043046,1470043056,1470043066,1470043076,1470043086,1470044554.0,1470045076,1470045120,1470045130,1470045502,1470045527.0,1470045552,1470045580,1470045590,1470045670]"
11731,"[1470043255,1470043265,1470045073,1470045335,1470045345,1470045366,1470045397,1470045422.0,1470045488,1470045618,1470045658,1470045668]"
11732,"[1470042620.5,1470042733,1470042737,1470042757,1470042767,1470043225,1470045093.0,1470045439,1470045588,1470045640]"
11733,"[1470042621.0,1470043039,1470043049,1470043219,1470043239,1470043254.0,1470043269,1470043299,1470043309,1470044868.0,1470044908,1470044918,1470044928,1470044953.0]"
11734,"[1470043036,1470043227,1470043237,1470043247,1470045125,1470045505,1470045515,1470045545,1470045555,1470045565,1470045575,1470045585,1470045595,1470045605,1470045615,1470045635,1470045645,1470045649,1470045653]"
11735,"[1470042616,1470042629,1470042645,1470042653,1470043054,1470043074,1470043228,1470043231,1470043237,1470045055,1470045065,1470045535.6666667]"
11736,"[1470043053,1470043092,1470044548.0,1470044584.0,1470045500,1470045510,1470045530,1470045541,1470045561,1470045581,1470045601,1470045651]"
11737,"[1470043062,1470043072,1470043254,1470045499,1470045524.0,1470045546,1470045556,1470045586,1470045606,1470045616,1470045620,1470045633,1470045643]"
11738,"[1470043036,1470043046,1470043056,1470045086,1470045089,1470045099,1470045102,1470045106,1470045116,1470045119,1470045364,1470045435]"
11739,"[1470042668,1470042671,1470043063,1470043073,1470043083,1470044551,1470044571,1470045074,1470045104,1470045541,1470045551,1470045557,1470045567,1470045574,1470045604,1470045614,1470045624,1470045648,1470045663,1470045664]"
11740,"[1470043082,1470043218,1470043268,1470043328,1470044355,1470044375,1470044378,1470044390,1470045328.0,1470045618,1470045628,1470045638]"
11741,"[1470042614,1470043057,1470043093,1470044569,1470045084,1470045094,1470045110,1470045120,1470045325.0,1470045370,1470045573.0,1470045586]"
11742,"[1470042621,1470043036,1470043046,1470043082,1470045098,1470045128,1470045472,1470045492,1470045502,1470045540,1470045666]"
11743,"[1470043043,1470043049,1470043069,1470044434,1470044514,1470044938,1470044958,1470044978,1470044992,1470045002]"
11744,"[1470042617,1470042632.0,1470042741,1470042751,1470042761,1470042771,1470044572,1470045342,1470045351.0,1470045454,1470045474,1470045484,1470045486,1470045613.0,1470045639.6666667,1470045666]"
11745,"[1470042659,1470043074.0,1470044566,1470045127,1470045497,1470045507,1470045527,1470045537,1470045567,1470045597,1470045627.0]"
11746,"[1470042641,1470043040.0,1470043213,1470043233,1470043263,1470045120,1470045130,1470045500,1470045550,1470045580,1470045621.0]"
11747,"[1470042663.0,1470042762,1470042777,1470044549,1470044559,1470044569,1470044579,1470044870,1470044875,1470044882,1470044884,1470045362.5,1470045369,1470045380,1470045632,1470045652,1470045672]"
11748,"[1470042627,1470042637,1470042667,1470042767,1470043218,1470043249.4,1470045092,1470045117,1470045520,1470045534.5,1470045580,1470045589,1470045659,1470045669]"
11749,"[1470042619,1470042659,1470042662,1470042747.0,1470043229,1470043290,1470043304.3333333,1470043525,1470043555,1470043845,1470044120.0,1470044140,1470044647]"
11750,"[1470042740,1470042770,1470044568,1470044578,1470045499,1470045519,1470045529,1470045549,1470045609,1470045619,1470045649,1470045669]"
11751,"[1470042629,1470042649,1470042669,1470043059.0,1470044570,1470044588,1470045532,1470045552,1470045563.0,1470045655]"
11752,"[1470042621,1470042624,1470043042,1470043084,1470044550,1470044575.0,1470045079,1470045099,1470045109,1470045124.0,1470045543,1470045553,1470045595,1470045610.0]"
11753,"[1470042781.0,1470044534,1470044569.0,1470045222,1470045232,1470045242,1470045324,1470045329,1470045341,1470045381,1470045401,1470045413,1470045423,1470045456.3333333,1470045493,1470045513]"
11754,"[1470042613,1470043082,1470044534,1470044570.0,1470045080,1470045081,1470045496,1470045506,1470045551.0,1470045576,1470045589]"
11755,"[1470042632,1470042642,1470042652,1470042662,1470043212,1470045082,1470045380,1470045384,1470045389,1470045415,1470045418,1470045428,1470045638]"
