node,lng,lat
679,121.6024556,31.2272952
680,121.6028106,31.2263218
681,121.6096489,31.2231792
682,121.6115755,31.2234677
683,121.6126268,31.2210164
684,121.6097292,31.2229428
685,121.6116144,31.2231796
686,121.6124185,31.223233
687,121.5941849,31.2448541
688,121.5416276,31.2197246
689,121.4271021,31.1831148
690,121.4257073,31.1835158
691,121.4231139,31.1840649
692,121.4218727,31.1845154
693,121.4208291,31.1853348
694,121.4127378,31.1964481
695,121.4092239,31.2011304
696,121.4082354,31.2030766
697,121.4076461,31.2056251
698,121.4072935,31.2086003
699,121.4071477,31.2101172
700,121.4075026,31.2111141
701,121.4077537,31.2116287
702,121.4063501,31.2341512
703,121.4311067,31.1789434
704,121.4307495,31.1761516
705,121.4294457,31.165946
706,121.4291706,31.1648041
707,121.4281822,31.1628003
708,121.4677313,31.1975593
709,121.4662909,31.1970771
710,121.4653639,31.196674
711,121.4643754,31.1961516
712,121.4624073,31.1951212
713,121.4612228,31.1944863
714,121.4605128,31.1940716
715,121.4598691,31.1936164
716,121.4586674,31.1926546
717,121.4569508,31.1915532
718,121.4552034,31.1905246
719,121.4533116,31.1893505
720,121.4526335,31.1890715
721,121.4504561,31.1885041
722,121.4478473,31.1878252
723,121.4471833,31.1876177
724,121.446428,31.1873387
725,121.4458181,31.1870153
726,121.4452513,31.1866671
727,121.4447709,31.1863133
728,121.4426085,31.1845044
729,121.4413296,31.1834543
730,121.4404373,31.1827213
731,121.4385834,31.1813348
732,121.4374557,31.1804776
733,121.4370063,31.1802159
734,121.4361811,31.1799638
735,121.4355746,31.1799418
736,121.4348943,31.1800949
737,121.431352,31.180974
738,121.4287089,31.1636379
739,121.4083111,31.2131852
740,121.4619259,31.2351912
741,121.4625069,31.2305206
742,121.4625632,31.2299303
743,121.4635831,31.2273383
744,121.4647324,31.226211
745,121.4659555,31.2250309
746,121.4609212,31.221393
747,121.4616245,31.2216752
748,121.4641551,31.222734
749,121.4649162,31.2230482
750,121.4668312,31.2238694
751,121.4725084,31.2273025
752,121.467733,31.2294514
753,121.4687913,31.217645
754,121.4710652,31.2219828
755,121.4544631,31.2398512
756,121.4531451,31.2428096
757,121.589538,31.2429722
758,121.588966,31.2434229
759,121.5875572,31.2363086
760,121.579158,31.23363
761,121.5789739,31.2337791
762,121.5790621,31.2336006
763,121.5802733,31.2314928
764,121.5695918,31.249034
765,121.5903188,31.2422772
766,121.5902609,31.2422369
767,121.5903744,31.242197
768,121.5903201,31.2421612
769,121.5859375,31.2457026
770,121.5854397,31.2460615
771,121.5923111,31.2380385
772,121.5910381,31.2408931
773,121.5859872,31.245744
774,121.5899069,31.2427269
775,121.5743366,31.2421437
776,121.5735777,31.2432092
777,121.5736268,31.2431277
778,121.5757751,31.2400825
779,121.574908,31.2324125
780,121.5744215,31.2421787
781,121.5777404,31.2365068
782,121.5822799,31.2380165
783,121.5736644,31.2353457
784,121.5758245,31.2400104
785,121.5759276,31.2400443
786,121.577581,31.2406714
787,121.5789171,31.241172
788,121.5797783,31.2415695
789,121.5861791,31.2394701
790,121.5861375,31.2395704
791,121.5769524,31.2382148
792,121.5770244,31.2382462
793,121.5748058,31.2322232
794,121.5704293,31.2305714
795,121.5703409,31.2307364
796,121.565957,31.2290109
797,121.5564853,31.2253546
798,121.5373637,31.2144933
799,121.5374972,31.2144662
800,121.5383734,31.2164361
801,121.5380512,31.2159102
802,121.5392047,31.2173345
803,121.540383,31.2185901
804,121.5414812,31.2194438
805,121.5425586,31.2201131
806,121.5433101,31.2205071
807,121.5444218,31.2210263
808,121.5495019,31.2224008
809,121.5592054,31.2262529
810,121.5622452,31.2274683
811,121.599919,31.2373352
812,121.6005219,31.2363341
813,121.6006862,31.2359424
814,121.6008042,31.23563
815,121.6010202,31.2349187
816,121.6011663,31.2338554
817,121.6013176,31.2320024
818,121.6014369,31.2308849
819,121.6016108,31.2298699
820,121.6023795,31.2272746
821,121.6027336,31.2263011
822,121.6043863,31.2219996
823,121.6042761,31.221978
824,121.5823074,31.2379226
825,121.5834866,31.2351966
826,121.5857199,31.2392117
827,121.5901116,31.2425246
828,121.5900634,31.2424802
829,121.5884049,31.2439141
830,121.5891655,31.2433487
831,121.5894753,31.2431081
832,121.5773205,31.2363731
833,121.5772861,31.2364706
834,121.5889795,31.2478155
835,121.5832385,31.2439962
836,121.5832959,31.2439267
837,121.4599637,31.2210031
838,121.4566179,31.2195585
839,121.4500768,31.216788
840,121.4483684,31.2160644
841,121.5975928,31.2208403
842,121.5871486,31.2178399
843,121.5857836,31.2170046
844,121.4945857,31.2397985
845,121.4867125,31.2364261
846,121.4844197,31.2357059
847,121.482537,31.2350024
848,121.4802576,31.2346114
849,121.4799582,31.2310119
850,121.4780073,31.2343101
851,121.4985284,31.212214
852,121.5020116,31.2152766
853,121.5022741,31.2173046
854,121.5006615,31.2212084
855,121.4956429,31.2276108
856,121.4926435,31.2277064
857,121.4919354,31.2294232
858,121.4911394,31.2300013
859,121.4905603,31.2309391
860,121.4896073,31.2313363
861,121.4868402,31.2314591
862,121.4858428,31.2315164
863,121.4820275,31.2307833
864,121.4806368,31.2299782
865,121.5369776,31.2374796
866,121.5424365,31.2391849
867,121.550949,31.2427331
868,121.5581327,31.2466791
869,121.4663837,31.2174437
870,121.4704602,31.2182139
871,121.4630494,31.2171151
872,121.4621996,31.2100972
873,121.4686448,31.2131078
874,121.4805746,31.2171297
875,121.4794631,31.2193552
876,121.4806583,31.2211412
877,121.4901708,31.223953
878,121.4905881,31.2238961
879,121.4912171,31.223802
880,121.5121968,31.2292405
881,121.592263,31.2439528
882,121.5934909,31.2451107
883,121.5938432,31.2453103
884,121.5930289,31.2456404
885,121.5956766,31.2422657
886,121.6012499,31.2338643
887,121.6018988,31.228698
888,121.6184335,31.2231045
889,121.6193863,31.223366
890,121.6197655,31.2234999
891,121.6222279,31.2242871
892,121.6244092,31.2252122
893,121.6254447,31.225529
894,121.626143,31.225679
895,121.6329555,31.2268615
896,121.6439832,31.2287437
897,121.6535273,31.2306788
898,121.6499576,31.2300658
899,121.6438987,31.2290357
900,121.6328262,31.2271165
901,121.6262398,31.2259576
902,121.6253325,31.2257964
903,121.6242757,31.2254749
904,121.6221608,31.224551
905,121.6197264,31.2237748
906,121.6192281,31.2236734
907,121.6176798,31.2235846
908,121.6636444,31.2321354
909,121.6665143,31.2327059
910,121.6729862,31.2341877
911,121.6770621,31.2352368
912,121.680185,31.2360831
913,121.6830074,31.2368019
914,121.6878194,31.2375856
915,121.6928392,31.2383616
916,121.6957565,31.2389142
917,121.6986421,31.2396299
918,121.7010677,31.2403293
919,121.7045,31.2413949
920,121.7088884,31.2427929
921,121.710944,31.2434653
922,121.7465214,31.2371334
923,121.7466806,31.2369641
924,121.7468268,31.2367417
925,121.7114692,31.2438992
926,121.7088154,31.2430814
927,121.704834,31.2417804
928,121.7009669,31.2406022
929,121.6979896,31.2397889
930,121.6956842,31.2391881
931,121.6927497,31.2386607
932,121.6829722,31.2371441
933,121.6798578,31.2363279
934,121.6766369,31.2354315
935,121.6728686,31.234491
936,121.6664773,31.2330188
937,121.6639974,31.2325617
938,121.4580627,31.2259193
939,121.4594232,31.2258987
940,121.4609701,31.2257982
941,121.4640619,31.2260126
942,121.4655988,31.2265997
943,121.4691282,31.2280514
944,121.4713142,31.2290018
945,121.4723175,31.2297695
946,121.4730343,31.2302173
947,121.4752296,31.2313854
948,121.4332294,31.2193589
949,121.4345684,31.2203917
950,121.4355419,31.2210133
951,121.4359445,31.2211606
952,121.4368523,31.2213293
953,121.4383208,31.2217051
954,121.4394975,31.222385
955,121.4406648,31.2227887
956,121.4421795,31.22302
957,121.4428449,31.2231332
958,121.4438009,31.2233585
959,121.4455605,31.2239688
960,121.4253538,31.2134741
961,121.4260551,31.2146028
962,121.4266562,31.2151971
963,121.4271606,31.2155522
964,121.4283941,31.216109
965,121.4298388,31.2170526
966,121.4308408,31.217895
967,121.4323329,31.2188781
968,121.5982763,31.2585775
969,121.6046163,31.2622446
970,121.6067621,31.2629997
971,121.6156603,31.2659098
972,121.6169693,31.2661642
973,121.6184069,31.2663408
974,121.6199948,31.2664875
975,121.6216256,31.2664875
976,121.6279775,31.2664622
977,121.6364314,31.2663775
978,121.5499593,31.2555255
979,121.55135,31.2569858
980,121.5526565,31.2581416
981,121.5553771,31.2598313
982,121.5576051,31.2612455
983,121.5596991,31.2625781
984,121.5605295,31.2631884
985,121.5696784,31.2490533
986,121.4854792,31.2440733
987,121.4723486,31.2296768
988,121.4732247,31.2302181
989,121.4739779,31.2306174
990,121.4855855,31.2448425
991,121.4859765,31.2461649
992,121.4862709,31.2471625
993,121.4878087,31.2478797
994,121.4884259,31.2481459
995,121.488746,31.2481892
996,121.4892186,31.2481993
997,121.4899172,31.2483906
998,121.490493,31.2486492
999,121.4916334,31.2491876
1000,121.4942084,31.2503801
1001,121.495247,31.2509634
1002,121.4959701,31.2512989
1003,121.5039052,31.2540054
1004,121.5044941,31.2541737
1005,121.5047499,31.2542431
1006,121.5050958,31.2541818
1007,121.5054833,31.2540114
1008,121.5065846,31.2532623
