node,lng,lat
19093,121.3587181,31.1341202
19094,121.3784546,31.1334147
19095,121.3758633,31.1355732
19096,121.3453158,31.1273566
19097,121.3621046,31.1358397
19098,121.3480853,31.1291807
19099,121.3433588,31.1261991
19100,121.3615145,31.1355734
19101,121.3663313,31.1378876
19102,121.3788188,31.1327492
19103,121.3932591,31.1360447
19104,121.3631592,31.1137695
19105,121.349182,31.1243743
19106,121.3689315,31.1195563
19107,121.37,31.1241211
19108,121.3720122,31.1152178
19109,121.3666518,31.1231111
19110,121.3635104,31.1138637
19111,121.364612,31.1225528
19112,121.3596822,31.1148178
19113,121.3662956,31.1148288
19114,121.3806872,31.1174711
19115,121.3705575,31.109271
19116,121.3596658,31.1212037
19117,121.3685308,31.1236673
19118,121.3652628,31.1143876
19119,121.3680688,31.1235517
19120,121.3802518,31.113936
19121,121.3815991,31.1167177
19122,121.3718654,31.1246393
19123,121.3707712,31.1170397
19124,121.3690784,31.1162033
19125,121.3622852,31.1219219
19126,121.3821244,31.118829
19127,121.3826177,31.1257598
19128,121.390942,31.1273521
19129,121.3817844,31.1272757
19130,121.3530402,31.1525976
19131,121.3505277,31.1511074
19132,121.3561209,31.1543987
19133,121.3533336,31.1527661
19134,121.3519744,31.1519803
19135,121.7457906,31.1481998
19136,121.7428928,31.1474963
19137,121.7382386,31.1869709
19138,121.367476,31.1360875
19139,121.3673887,31.1355929
19140,121.3673426,31.1386021
19141,121.3673838,31.1361159
19142,121.3632401,31.1440298
19143,121.3592636,31.1496371
19144,121.3676417,31.1375255
19145,121.3674766,31.1356027
19146,121.3613546,31.1464933
19147,121.3453246,31.1544876
19148,121.3477722,31.161646
19149,121.3529563,31.15911
19150,121.3561864,31.1595809
19151,121.3558063,31.1593657
19152,121.3561914,31.1594197
19153,121.3474856,31.1615097
19154,121.3536548,31.1580393
19155,121.3494995,31.1673123
19156,121.3557882,31.1595229
19157,121.3758795,31.11819
19158,121.3573932,31.1205763
19159,121.3714665,31.1160189
19160,121.3759491,31.1182223
19161,121.3572262,31.1205273
19162,121.3727745,31.1248782
19163,121.3532898,31.1193885
19164,121.3728744,31.124908
19165,121.3919474,31.1279277
19166,121.3851764,31.1213427
19167,121.3715376,31.1940446
19168,121.3209417,31.1876702
19169,121.3713928,31.1939784
19170,121.3716007,31.1939544
19171,121.3714518,31.1938817
19172,121.3846996,31.1218887
19173,121.386898,31.1043856
19174,121.380461,31.1094463
19175,121.3924782,31.1063873
19176,121.3847859,31.1034223
19177,121.3908946,31.1138387
19178,121.3860168,31.1227866
19179,121.3790747,31.109312
19180,121.386831,31.1120988
19181,121.3842026,31.1110422
19182,121.3817519,31.1018148
19183,121.3849461,31.1228817
19184,121.3825902,31.1103532
19185,121.3800342,31.1092746
19186,121.3896006,31.1053638
19187,121.377915,31.1100785
19188,121.3906555,31.1137354
19189,121.3778798,31.1049343
19190,121.3782861,31.1097487
19191,121.4559509,31.0701059
19192,121.4555048,31.0730519
19193,121.4565887,31.0678653
19194,121.4560164,31.0818037
19195,121.455726,31.0710902
19196,121.4555291,31.0719568
19197,121.4555433,31.078001
19198,121.4558554,31.0830125
19199,121.4536963,31.0917591
19200,121.3849505,31.1139285
19201,121.3845536,31.1144474
19202,121.3848726,31.1142285
19203,121.384795,31.1141856
19204,121.3807474,31.1175308
19205,121.3861021,31.1118223
19206,121.383181,31.1155335
19207,121.3816619,31.1167752
19208,121.3850331,31.1139631
19209,121.3824637,31.116153
19210,121.3832419,31.1155925
19211,121.3846214,31.1145009
19212,121.3861871,31.1118547
19213,121.3752943,31.1123425
19214,121.3743468,31.1115933
19215,121.3755646,31.1125917
19216,121.3742803,31.1117781
19217,121.3754909,31.1126824
19218,121.3752359,31.112448
19219,121.3751957,31.1098785
19220,121.3753054,31.1123586
19221,121.3751986,31.1124137
19222,121.3725408,31.1103853
19223,121.3715212,31.1098494
19224,121.3749298,31.1098561
19225,121.3750835,31.1097817
19226,121.3742175,31.111233
19227,121.3742941,31.1113867
19228,121.3742629,31.1111355
19229,121.3855523,31.0903029
19230,121.3887602,31.0842664
19231,121.3943446,31.0736763
19232,121.3904876,31.0810091
19233,121.3922758,31.07774
19234,121.3832686,31.0947431
19235,121.3905645,31.0810387
19236,121.3944214,31.0737062
19237,121.3801575,31.1007057
19238,121.3800387,31.1006623
19239,121.385629,31.0903329
19240,121.383192,31.0947129
19241,121.388837,31.0842963
19242,121.3921988,31.0777103
19243,121.3744134,31.1215431
19244,121.3754732,31.119273
19245,121.3691097,31.1197065
19246,121.3688456,31.1201021
19247,121.3693059,31.1194676
19248,121.3248066,31.1062077
19249,121.3181397,31.1042834
19250,121.3259678,31.106656
19251,121.3458551,31.1154451
19252,121.3306692,31.0936527
19253,121.338973,31.1136305
19254,121.3301031,31.0935446
19255,121.3311763,31.0937854
19256,121.3268555,31.1070786
19257,121.3229549,31.0941435
19258,121.357036,31.102464
19259,121.3446662,31.114809
19260,121.3533104,31.1017731
19261,121.3469602,31.1161991
19262,121.3287219,31.0935417
19263,121.3515571,31.1180792
19264,121.3133279,31.1028256
19265,121.3464282,31.115883
19266,121.3496882,31.1173496
19267,121.3508902,31.117729
19268,121.329478,31.093505
19269,121.3574304,31.1025783
19270,121.3417819,31.1145044
19271,121.3382101,31.0963379
19272,121.3245923,31.0939692
19273,121.3179971,31.0941619
19274,121.3216208,31.0943098
19275,121.3146143,31.0940435
19276,121.3183528,31.0943231
19277,121.3225468,31.0941243
19278,121.3225915,31.0942411
19279,121.3227136,31.0940567
19280,121.3183603,31.0941802
19281,121.325283,31.0938977
19282,121.3198991,31.0942221
19283,121.3198996,31.0943651
19284,121.3139022,31.0940054
19285,121.3216059,31.0941855
19286,121.3377786,31.1050782
19287,121.3394561,31.1067812
19288,121.3365102,31.1038219
19289,121.3433718,31.1098831
19290,121.3322463,31.113396
19291,121.3268644,31.124381
19292,121.327853,31.1209303
19293,121.3274519,31.1218662
19294,121.327129,31.123099
19295,121.3273754,31.1220836
19296,121.3308169,31.1158196
19297,121.3174206,31.1412343
19298,121.3267074,31.1247471
19299,121.333722,31.1108037
19300,121.3276792,31.1212872
19301,121.3682384,31.1205151
19302,121.3701029,31.1219137
19303,121.3674827,31.1218507
19304,121.3671933,31.1193066
19305,121.3651514,31.1192743
19306,121.3668708,31.119227
19307,121.3692817,31.1085336
19308,121.3742092,31.0826055
19309,121.3695227,31.0924302
19310,121.3756868,31.0791287
19311,121.3693552,31.0927294
19312,121.3769569,31.0752095
19313,121.3743685,31.0826516
19314,121.3711982,31.0897994
19315,121.3758404,31.0787111
19316,121.3771175,31.0752484
19317,121.3745253,31.0822228
19318,121.3644644,31.1035929
19319,121.3724719,31.0871212
19320,121.3638421,31.1053905
19321,121.3552807,31.1249916
19322,121.3739649,31.0837214
19323,121.3696852,31.0924699
19324,121.3695191,31.0927697
19325,121.3756835,31.0786701
19326,121.3769528,31.0756951
19327,121.3729128,31.0860766
19328,121.3730791,31.0861157
19329,121.3636696,31.1052884
19330,121.3680035,31.0957656
19331,121.3782413,31.0724442
19332,121.3726315,31.0871717
19333,121.3675396,31.1370199
19334,121.3717598,31.127533
19335,121.3675865,31.1350743
19336,121.3675078,31.1350576
19337,121.3676405,31.1370026
19338,121.3683761,31.1336384
19339,121.3677622,31.1346968
19340,121.368359,31.1333979
19341,121.3684835,31.1334464
19342,121.3716133,31.1274917
19343,121.3676859,31.1346717
19344,121.3722158,31.1261362
19345,121.3682371,31.1335993
19346,121.372364,31.1261725
19347,121.3736076,31.1389537
19348,121.3718468,31.1338548
19349,121.376919,31.1358488
19350,121.381447,31.1254029
19351,121.3793342,31.1275525
19352,121.3798296,31.1277494
19353,121.3800023,31.127679
19354,121.3965938,31.1324574
19355,121.4006418,31.1334407
19356,121.397633,31.1334509
19357,121.404383,31.1321227
19358,121.4035866,31.133802
19359,121.3965187,31.1325279
19360,121.4007589,31.1334955
19361,121.3955001,31.1314074
19362,121.4000426,31.1349712
19363,121.4020097,31.1375697
19364,121.4032039,31.134736
19365,121.3999339,31.134899
19366,121.3975484,31.1335193
19367,121.4035042,31.1340709
19368,121.4034456,31.13424
19369,121.3675737,31.1374855
19370,121.3877155,31.1244076
19371,121.3924906,31.1289214
19372,121.3894701,31.1257003
19373,121.3930252,31.1294148
19374,121.3933642,31.1291931
19375,121.3929862,31.1289201
19376,121.3927915,31.1287204
19377,121.391268,31.1271247
19378,121.3912853,31.1273342
19379,121.3889518,31.1254501
19380,121.3893383,31.1254828
19381,121.388971,31.1250442
19382,121.3895257,31.1256618
19383,121.3884268,31.1250594
19384,121.3912975,31.1270949
19385,121.3907133,31.1274915
19386,121.3921462,31.1285948
19387,121.3907823,31.1274484
19388,121.3890622,31.1253154
19389,121.3255902,31.2498898
19390,121.3253129,31.2500956
19391,121.3222107,31.2523259
19392,121.388161,31.2419761
19393,121.3893736,31.2415562
19394,121.3877461,31.242072
19395,121.4010136,31.2410083
19396,121.3877761,31.2394987
19397,121.3869886,31.2421172
19398,121.3941627,31.2462762
19399,121.3943781,31.2448068
19400,121.4050551,31.2423384
19401,121.3849564,31.2421549
19402,121.3741118,31.2537894
19403,121.3730225,31.2510929
19404,121.3732778,31.2513905
19405,121.3914605,31.2467367
19406,121.3915154,31.2469367
19407,121.3935008,31.2433713
19408,121.3770325,31.2531564
19409,121.3732888,31.2510205
19410,121.3668393,31.2507444
19411,121.365056,31.245882
19412,121.3791077,31.2498307
19413,121.361454,31.2359314
19414,121.3626992,31.2393722
19415,121.3651484,31.2461374
19416,121.3554322,31.2329985
19417,121.3586247,31.2300485
19418,121.3177844,31.2431338
19419,121.3390197,31.2444473
19420,121.3170786,31.2431037
19421,121.3103275,31.2429766
19422,121.312939,31.2428237
19423,121.3079063,31.242964
19424,121.3256519,31.2428054
19425,121.3080528,31.2430593
19426,121.3129302,31.2429057
19427,121.3189824,31.2432036
19428,121.3268629,31.2428378
19429,121.3253329,31.2429081
19430,121.338343,31.2443345
19431,121.3073325,31.2403427
19432,121.3168353,31.2432021
19433,121.3300911,31.2430046
19434,121.3001343,31.2433158
19435,121.3396715,31.2445004
19436,121.3168308,31.2430883
19437,121.3104651,31.2429716
19438,121.3178338,31.2432404
19439,121.3139807,31.2428742
19440,121.3103321,31.2428743
19441,121.3253812,31.2428176
19442,121.3080942,31.242957
19443,121.3115749,31.242933
19444,121.342343,31.2446783
19445,121.3185814,31.243224
19446,121.3256016,31.2428963
19447,121.3078783,31.2430656
19448,121.3137466,31.2429348
19449,121.3184711,31.243138
19450,121.3286175,31.2428763
19451,121.3390342,31.2443129
19452,121.3226433,31.2430376
19453,121.2988819,31.2436789
19454,121.317077,31.2432112
19455,121.3310909,31.243139
19456,121.3072902,31.2430661
19457,121.3104607,31.2428695
19458,121.3534442,31.2668822
19459,121.3469084,31.2687884
19460,121.3584794,31.265848
19461,121.3410174,31.2483971
19462,121.3707048,31.2639072
19463,121.3434331,31.2703004
19464,121.3474312,31.2464732
19465,121.3492208,31.2679405
19466,121.3402886,31.2480858
19467,121.3611075,31.2656546
19468,121.3482145,31.2682731
19469,121.3617496,31.2478293
19470,121.3451834,31.2477866
19471,121.3422375,31.2484428
19472,121.3571014,31.2662041
19473,121.3447056,31.2479486
19474,121.3520024,31.2510188
19475,121.3537082,31.2669288
19476,121.3482246,31.2683814
19477,121.341969,31.2484748
19478,121.3576008,31.2534154
19479,121.3334153,31.2425291
19480,121.3434848,31.2703872
19481,121.3432922,31.2699486
19482,121.3405588,31.2482321
19483,121.3342937,31.2436529
19484,121.3257493,31.2353716
19485,121.3469533,31.2688797
19486,121.3610779,31.2655286
19487,121.3347931,31.2441999
19488,121.3534609,31.2669836
19489,121.3434296,31.2482191
19490,121.3570661,31.266077
19491,121.3438416,31.2481391
19492,121.3706851,31.2638051
19493,121.3537013,31.2668228
19494,121.3456386,31.2475878
19495,121.3585238,31.2659704
19496,121.3417003,31.2484963
19497,121.3540992,31.2519057
19498,121.3632888,31.2499424
19499,121.3260141,31.2357985
19500,121.3492367,31.2680384
19501,121.3574389,31.2526689
19502,121.334231,31.2435579
19503,121.32562,31.2353367
19504,121.3417125,31.2709686
19505,121.3164321,31.2742947
19506,121.3919843,31.2620585
19507,121.338268,31.2719932
19508,121.3169431,31.2742317
19509,121.3168826,31.2743375
19510,121.392977,31.2583599
19511,121.3231329,31.2735037
19512,121.3408921,31.271242
19513,121.3020599,31.2432512
19514,121.3017493,31.2432609
19515,121.392352,31.2468016
19516,121.3426275,31.2707316
19517,121.3077862,31.2753715
19518,121.3017905,31.2431666
19519,121.3021163,31.2431559
19520,121.3231391,31.2736039
19521,121.3873625,31.2368014
19522,121.3926644,31.2504229
19523,121.340927,31.2713328
19524,121.3400395,31.2714926
19525,121.3919459,31.2434771
19526,121.3931543,31.2559975
19527,121.3128917,31.2748298
19528,121.3391459,31.2717143
19529,121.3919996,31.2619935
19530,121.311961,31.2748483
19531,121.3078079,31.2754656
19532,121.3920745,31.2436157
19533,121.3163723,31.2744003
19534,121.3931657,31.2567352
19535,121.3127425,31.2747527
19536,121.3400596,31.2715804
19537,121.3923323,31.2466199
19538,121.3417512,31.2710614
19539,121.3373528,31.2720399
19540,121.3364733,31.2722621
19541,121.3913765,31.2365943
19542,121.3929448,31.2576668
19543,121.3391636,31.2718051
19544,121.3364641,31.2721626
19545,121.3873255,31.2357076
19546,121.3425954,31.2706426
19547,121.393012,31.2570099
19548,121.3382566,31.2718913
19549,121.3373618,31.2721409
19550,121.3931522,31.2570109
19551,121.3121306,31.2749237
19552,121.4027754,31.2518643
19553,121.3334186,31.2534632
19554,121.3290669,31.2382373
19555,121.3370707,31.2487171
19556,121.3362829,31.2508094
19557,121.3311321,31.2402634
19558,121.3401236,31.2532618
19559,121.3379573,31.2464507
19560,121.3371262,31.2440354
19561,121.3365154,31.245416
19562,121.3324224,31.2432626
19563,121.3401938,31.2517069
19564,121.3254263,31.2457331
19565,121.3371584,31.2487389
19566,121.3297611,31.249948
19567,121.3336203,31.2532624
19568,121.3296427,31.244195
19569,121.3363762,31.2508309
19570,121.3380198,31.2464922
19571,121.337086,31.2441177
19572,121.3354585,31.2530516
19573,121.3355499,31.2530548
19574,121.3325206,31.2433715
19575,121.3404146,31.2495271
19576,121.3358601,31.2467195
19577,121.3345062,31.2504114
19578,121.3352897,31.2482749
19579,121.3938072,31.2198204
19580,121.375312,31.2213357
19581,121.3853621,31.2200567
19582,121.3924899,31.2201589
19583,121.3725039,31.2217061
19584,121.3835196,31.2201607
19585,121.4026509,31.2191334
19586,121.3794499,31.2209264
19587,121.3953114,31.2200704
19588,121.3788607,31.2212787
19589,121.3919289,31.2202684
19590,121.3934784,31.2198822
19591,121.3748176,31.2213669
19592,121.4026176,31.2190176
19593,121.3747928,31.2212273
19594,121.3946878,31.2198748
19595,121.3782996,31.2213721
19596,121.3824731,31.2203501
19597,121.3929802,31.2200262
19598,121.3742292,31.221468
19599,121.3898475,31.220177
19600,121.3912294,31.2202688
19601,121.3842835,31.2199456
19602,121.3981184,31.2202869
19603,121.381542,31.2205654
19604,121.3731294,31.2215442
19605,121.394301,31.219784
19606,121.3763877,31.2213138
19607,121.3898694,31.2200655
19608,121.3731498,31.2216654
19609,121.3824593,31.2202115
19610,121.3884113,31.2201654
19611,121.3959052,31.2201543
19612,121.384296,31.2200751
19613,121.3447022,31.1962709
19614,121.3467422,31.1953509
19615,121.3589823,31.2082128
19616,121.3436468,31.1952637
19617,121.3447419,31.1963312
19618,121.3451872,31.1950662
19619,121.3464242,31.1958121
19620,121.3581048,31.2106795
19621,121.3564887,31.21835
19622,121.3424291,31.195032
19623,121.3568962,31.2258951
19624,121.3568566,31.2143047
19625,121.3437874,31.1949997
19626,121.3564883,31.2165929
19627,121.3594411,31.2068106
19628,121.3424418,31.1967133
19629,121.3423234,31.1966892
19630,121.3433518,31.1965302
19631,121.3422219,31.1952367
19632,121.3573434,31.2129825
19633,121.3432176,31.1962893
19634,121.3440639,31.1963604
19635,121.3462127,31.1956709
19636,121.3430178,31.1953245
19637,121.3460411,31.2023444
19638,121.3438667,31.1950767
19639,121.3569399,31.2262875
19640,121.356884,31.2256013
19641,121.3457183,31.1959195
19642,121.3453565,31.1950725
19643,121.3569334,31.2262547
19644,121.3565656,31.2200337
19645,121.356662,31.2151031
19646,121.3563713,31.2166015
19647,121.3421672,31.196497
19648,121.3433102,31.1964843
19649,121.3433042,31.1967298
19650,121.3565134,31.2163203
19651,121.3422883,31.1951008
19652,121.3429052,31.1955476
19653,121.342239,31.1966452
19654,121.343737,31.1930743
19655,121.3439286,31.1896063
19656,121.3437439,31.1928234
19657,121.3438264,31.1930809
19658,121.3448745,31.1869211
19659,121.3439123,31.189094
19660,121.3463723,31.1867706
19661,121.3440908,31.1885638
19662,121.3436015,31.1842905
19663,121.3463328,31.1869066
19664,121.3437428,31.1926057
19665,121.3438333,31.1928289
19666,121.344004,31.1891084
19667,121.3448424,31.186828
19668,121.3437503,31.1911418
19669,121.343836,31.1926123
19670,121.3480355,31.1867898
19671,121.3436426,31.1948946
19672,121.344175,31.1885908
19673,121.3462857,31.1979829
19674,121.3438403,31.1896007
19675,121.343835,31.1911434
19676,121.3481695,31.1866327
19677,121.3436989,31.1949538
19678,121.3447982,31.1869232
19679,121.3605874,31.1917871
19680,121.3689756,31.1928708
19681,121.3501163,31.1916139
19682,121.3529579,31.1851329
19683,121.3456669,31.189063
19684,121.3485325,31.1866667
19685,121.353639,31.1863313
19686,121.3524669,31.191125
19687,121.3583782,31.1901296
19688,121.3650583,31.183525
19689,121.3555546,31.1877127
19690,121.3519148,31.1953172
19691,121.3680779,31.1925221
19692,121.3529548,31.1929777
19693,121.3528979,31.1882918
19694,121.3612568,31.1919925
19695,121.3650688,31.1835884
19696,121.3585731,31.1903668
19697,121.3599902,31.1914895
19698,121.3659152,31.1921323
19699,121.3530763,31.1867924
19700,121.3643806,31.1873489
19701,121.3522989,31.191472
19702,121.3638081,31.1887983
19703,121.3602198,31.1874265
19704,121.3546987,31.1880238
19705,121.3573969,31.1874519
19706,121.3603285,31.1915911
19707,121.3583257,31.1901943
19708,121.3528783,31.1850364
19709,121.3453361,31.1890011
19710,121.3483081,31.1868006
19711,121.3529087,31.1882009
19712,121.3550363,31.1878908
19713,121.3664677,31.192127
19714,121.3530418,31.1915528
19715,121.3645025,31.186602
19716,121.3625085,31.1921137
19717,121.3650219,31.1835834
19718,121.358637,31.1903127
19719,121.3658334,31.1788811
19720,121.360057,31.1914305
19721,121.3490232,31.1869715
19722,121.3669789,31.1922119
19723,121.3588244,31.1874349
19724,121.3530442,31.1853694
19725,121.3608911,31.19181
19726,121.3639613,31.1884207
19727,121.3530585,31.1858631
19728,121.3526504,31.1848698
19729,121.3491321,31.1868355
19730,121.3619609,31.1921342
19731,121.3603449,31.1873991
19732,121.3543483,31.1881879
19733,121.3571034,31.1874734
19734,121.3600556,31.1874961
19735,121.3602723,31.1916537
19736,121.3578409,31.1898334
19737,121.3527765,31.1849455
19738,121.3484694,31.1868255
19739,121.3522472,31.1916496
19740,121.3645737,31.1866085
19741,121.351039,31.1900865
19742,121.3625435,31.1921989
19743,121.3581013,31.1899727
19744,121.3616255,31.1919936
19745,121.3458264,31.1951821
19746,121.3669499,31.1922881
19747,121.3609225,31.191906
19748,121.3524675,31.1885548
19749,121.3674901,31.1921841
19750,121.3525648,31.1908171
19751,121.3619702,31.1920582
19752,121.3643133,31.1873283
19753,121.3515265,31.1983925
19754,121.3606308,31.1917254
19755,121.3577986,31.1899047
19756,121.3530221,31.185254
19757,121.3474031,31.1891632
19758,121.3483458,31.1866417
19759,121.353558,31.1868858
19760,121.3534006,31.1883378
19761,121.3518718,31.1947421
19762,121.3525858,31.195397
19763,121.3617,31.1876948
19764,121.356766,31.1875162
19765,121.3483567,31.1892988
19766,121.3580641,31.1900418
19767,121.3616095,31.1920719
19768,121.3564101,31.1875651
19769,121.357365,31.1865191
19770,121.3500322,31.1912415
19771,121.3612794,31.1919176
19772,121.363455,31.1833488
19773,121.3610892,31.1783923
19774,121.4303412,31.1551134
19775,121.3579488,31.1776977
19776,121.4292507,31.155425
19777,121.3583804,31.1776953
19778,121.3565377,31.1813422
19779,121.4285975,31.1531834
19780,121.4295308,31.1553903
19781,121.3576152,31.1778744
19782,121.4302819,31.1550542
19783,121.4269832,31.1571666
19784,121.356441,31.181185
19785,121.3575429,31.1779589
19786,121.3580999,31.1776688
19787,121.4274567,31.1520373
19788,121.4290304,31.155646
19789,121.4287791,31.1557142
19790,121.3574824,31.1780672
19791,121.42949,31.1553171
19792,121.3634609,31.1786401
19793,121.3618184,31.1828647
19794,121.3599982,31.1823652
19795,121.3582448,31.1776712
19796,121.4298257,31.1552091
19797,121.35784,31.177737
19798,121.356482,31.1813149
19799,121.3577157,31.1777968
19800,121.4289806,31.155576
19801,121.4285526,31.155888
19802,121.3564487,31.1811515
19803,121.4222738,31.1610433
19804,121.4212099,31.1628204
19805,121.4235859,31.1600536
19806,121.4329881,31.1570103
19807,121.4315555,31.1562162
19808,121.4220374,31.1612889
19809,121.4239035,31.1487163
19810,121.4211305,31.1630985
19811,121.4325315,31.1566869
19812,121.4409373,31.1595971
19813,121.42555,31.1582661
19814,121.4393854,31.1591403
19815,121.4214689,31.1620626
19816,121.4319925,31.1565224
19817,121.4285461,31.1533368
19818,121.4238508,31.159858
19819,121.4380107,31.1588366
19820,121.4364409,31.1583142
19821,121.4256372,31.1504451
19822,121.4316316,31.1561277
19823,121.4403589,31.1595602
19824,121.4243034,31.1491499
19825,121.421065,31.1634265
19826,121.440883,31.1597045
19827,121.4227956,31.160593
19828,121.4379222,31.1587054
19829,121.4214067,31.1621719
19830,121.4445359,31.1605815
19831,121.4419965,31.1630597
19832,121.4311503,31.1558762
19833,121.4259468,31.1580119
19834,121.4320695,31.1564313
19835,121.441407,31.1598393
19836,121.4218367,31.1615381
19837,121.4324721,31.1567835
19838,121.4243769,31.1592494
19839,121.4246091,31.1590548
19840,121.4371477,31.1585724
19841,121.4304507,31.1550213
19842,121.439346,31.1592549
19843,121.4270781,31.1518716
19844,121.4371951,31.1584723
19845,121.4404119,31.1594528
19846,121.423443,31.1491833
19847,121.4431464,31.1602462
19848,121.4241288,31.1477095
19849,121.4301867,31.1551922
19850,121.4245423,31.1589916
19851,121.4241778,31.1594164
19852,121.4301165,31.1551242
19853,121.4242875,31.1595073
19854,121.4247732,31.1592101
19855,121.4243109,31.1591866
19856,121.4245385,31.1594029
19857,121.4217964,31.1561421
19858,121.4219259,31.1562669
19859,121.4268906,31.1402301
19860,121.4311246,31.1342244
19861,121.4139479,31.1686637
19862,121.4171258,31.1568968
19863,121.4163536,31.1646984
19864,121.4138696,31.1696979
19865,121.4253055,31.1425006
19866,121.4284852,31.1369423
19867,121.4239892,31.147675
19868,121.4258399,31.1653719
19869,121.4276033,31.1383836
19870,121.4156189,31.1589831
19871,121.4238502,31.1485884
19872,121.4157928,31.1586069
19873,121.4245514,31.1438758
19874,121.4255292,31.1653786
19875,121.4276972,31.1381405
19876,121.419182,31.1543586
19877,121.4156077,31.1593906
19878,121.4217242,31.1511888
19879,121.4267615,31.1404947
19880,121.4245421,31.144421
19881,121.4267211,31.140812
19882,121.4136663,31.1705955
19883,121.4243399,31.1446719
19884,121.4262202,31.1412336
19885,121.418135,31.1556422
19886,121.4265412,31.1410713
19887,121.4153801,31.1601155
19888,121.4303856,31.1355449
19889,121.4161396,31.1646827
19890,121.4307035,31.1351541
19891,121.4282946,31.1371683
19892,121.4251926,31.1424592
19893,121.4153654,31.160203
19894,121.4146299,31.1646468
19895,121.4283677,31.1370664
19896,121.4239607,31.1479092
19897,121.4256671,31.165377
19898,121.425397,31.1421119
19899,121.4193866,31.1541044
19900,121.4157239,31.1590128
19901,121.4237896,31.1486729
19902,121.4268836,31.140541
19903,121.4243798,31.1444294
19904,121.4253664,31.165373
19905,121.4192934,31.1541951
19906,121.4155082,31.15936
19907,121.4270145,31.1402633
19908,121.4204191,31.1528155
19909,121.4264274,31.1409998
19910,121.4266066,31.1407579
19911,121.4132857,31.1717597
19912,121.4278337,31.1379976
19913,121.4255266,31.1421728
19914,121.4230352,31.1495519
19915,121.4193256,31.1540468
19916,121.4231112,31.1495958
19917,121.4196399,31.1541988
19918,121.2923766,31.1275094
19919,121.2788144,31.1144912
19920,121.2929956,31.1280805
19921,121.2809312,31.1196955
19922,121.3004535,31.1352205
19923,121.2943631,31.1289926
19924,121.2789728,31.1160169
19925,121.2788144,31.1149563
19926,121.2955251,31.1301412
19927,121.3001578,31.1350219
19928,121.2937195,31.1284531
19929,121.3014585,31.1355929
19930,121.299907,31.1348098
19931,121.3002137,31.1349686
19932,121.2936596,31.1285283
19933,121.3014913,31.1355265
19934,121.2999622,31.1347645
19935,121.2788951,31.1149563
19936,121.3011145,31.1354991
19937,121.2969589,31.1317647
19938,121.3007791,31.1353794
19939,121.2985677,31.1334266
19940,121.302154,31.135729
19941,121.2987734,31.1336255
19942,121.3011542,31.1354328
19943,121.3008286,31.1353111
19944,121.2636051,31.116166
19945,121.3021935,31.1356567
19946,121.3018024,31.1356726
19947,121.2926534,31.1278352
19948,121.2821523,31.1207043
19949,121.2940486,31.1287164
19950,121.280333,31.1190129
19951,121.2789527,31.1163701
19952,121.2970275,31.1317243
19953,121.3018381,31.1356021
19954,121.2927026,31.1277287
19955,121.2823373,31.120671
19956,121.2939933,31.1287606
19957,121.2790976,31.1164002
19958,121.2788945,31.1154591
19959,121.2670258,31.1166322
19960,121.2933482,31.1283179
19961,121.2803594,31.1193257
19962,121.2946056,31.1293153
19963,121.2788191,31.1157778
19964,121.2954324,31.1301697
19965,121.2788956,31.1144872
19966,121.2788966,31.1136171
19967,121.280528,31.1195228
19968,121.293387,31.1282056
19969,121.2946704,31.1292712
19970,121.2789219,31.1157335
19971,121.2949661,31.1295599
19972,121.2930472,31.1279651
19973,121.2807853,31.119726
19974,121.3005038,31.1351544
19975,121.2943102,31.1290348
19976,121.2788672,31.1160736
19977,121.2988427,31.133587
19978,121.2792264,31.1166797
19979,121.2806658,31.1195204
19980,121.278889,31.1135084
19981,121.2790142,31.1127441
19982,121.27817,31.1127527
19983,121.2690574,31.1104651
19984,121.2788021,31.1133866
19985,121.278763,31.1132658
19986,121.2677218,31.1094646
19987,121.2632544,31.103324
19988,121.2788916,31.1128138
19989,121.2784848,31.1128616
19990,121.2680753,31.1098711
19991,121.2793705,31.111785
19992,121.272771,31.1112642
19993,121.278617,31.1128749
19994,121.2787643,31.1131117
19995,121.2685248,31.1101956
19996,121.2783299,31.1127969
19997,121.2690272,31.1105331
19998,121.2727463,31.1113278
19999,121.2785805,31.1130265
20000,121.2788764,31.1133801
20001,121.2791744,31.1126172
20002,121.2696452,31.1106394
20003,121.2784445,31.1129263
20004,121.2788134,31.1135041
20005,121.27869,31.1131419
20006,121.2798044,31.1003464
20007,121.2786409,31.1129769
20008,121.2680237,31.1099196
20009,121.2794118,31.1114885
20010,121.2633499,31.1033952
20011,121.2788323,31.1132454
20012,121.2684845,31.1102679
20013,121.2723106,31.1111497
20014,121.2787864,31.1128702
20015,121.2794295,31.1112106
20016,121.2782971,31.1128626
20017,121.3163534,31.2642657
20018,121.391288,31.271148
20019,121.3912854,31.2732714
20020,121.3914521,31.2736873
20021,121.4053286,31.2708981
20022,121.3915362,31.2737691
20023,121.4079303,31.2747826
20024,121.3920448,31.2739382
20025,121.3913284,31.27349
20026,121.4053041,31.2707179
20027,121.3873519,31.2844446
20028,121.3913794,31.2735979
20029,121.397721,31.2745249
20030,121.4101061,31.274569
20031,121.3906555,31.2710532
20032,121.3912966,31.2733825
20033,121.3925418,31.2684605
20034,121.3917722,31.2738911
20035,121.4062946,31.2751635
20036,121.4062281,31.2749829
20037,121.4073069,31.2698206
