section_id,s_node,e_node,length
15051,13741,40923,13.2804729
15052,40923,10635,6.654646659
15053,10635,10755,10.34321752
15054,16946,13747,0.658541924
15055,13747,36086,4.576689874
15056,36086,30746,4.484493217
15057,30746,78188,4.312954976
15058,78188,13725,1.21811242
15059,13725,31595,6.736910675
15060,31595,31591,0.535635785
15061,31591,31588,7.124432561
15062,10754,40924,17.03913374
15063,40924,13742,13.20477786
15064,13742,16946,0.971476884
15065,13742,30745,8.451151012
15066,30745,13733,4.075324137
15067,13733,13732,4.502991221
15068,13732,30747,2.007170635
15069,30747,13731,8.11991237
15070,13731,78236,1.619899697
15071,78236,31619,1.001281022
15072,31619,30742,9.164568581
15073,30742,13743,1.776613018
15074,13743,13457,2.397980292
15075,39744,16923,15.69941873
15076,16923,16949,6.997055859
15077,16949,16922,3.744969692
15078,16922,77679,2.914306174
15079,77679,39755,4.618564181
15080,39755,58337,2.760732317
15081,58337,39758,5.731574215
15082,39758,61631,14.64596561
15083,61631,58343,1.448101111
15084,58343,39762,0.811945491
15085,39762,16921,14.14589323
15086,16921,39773,4.817657746
15087,39773,61563,4.964204906
15088,39683,16947,2.619973778
15089,16947,39610,10.7975507
15090,39610,16926,6.53951293
15091,16926,19168,5.984577668
15092,19168,16927,4.132595382
15093,16927,16928,2.796598198
15094,16928,51620,3.230338891
15095,16951,77684,6.182259746
15096,77684,16925,6.186110091
15097,66964,51211,5.02617539
15098,51211,17013,3.753670263
15099,17013,17014,12.25796403
15100,9845,73653,0.912923797
15101,73653,73652,18.84810244
15102,73652,73651,0.468314641
15103,73651,2403,2.024515495
15104,4255,5074,3.327159016
15105,5074,77857,2.537149884
15106,77857,59253,1.205702142
15107,59253,4253,4.253227827
15108,4253,5065,4.352239962
15109,5065,77858,2.031519983
15110,77858,59248,4.034514012
15111,59248,4254,1.699866073
15112,4254,59250,0.290763065
15113,59250,80042,4.430953406
15114,17056,79991,7.840128605
15115,79991,79990,4.667435365
15116,79990,20250,3.405154353
15117,20250,5520,8.933913798
15118,5520,5521,3.98434945
15119,17051,17057,2.71646089
15120,9261,75354,9.002960483
15121,75354,75355,1.028403964
15122,75355,2357,15.03867863
15123,2357,17872,13.35140639
15124,17061,71630,1.292773851
15125,71630,17056,1.006094286
15126,17068,54755,0.954353331
15127,54755,73691,3.443941707
15128,73691,17069,1.632351
15129,17069,55321,0.464191004
15130,55321,54753,4.928548321
15131,54753,4597,1.053006227
15132,17075,17076,1.211171359
15133,17076,17077,1.967763469
15134,17077,17078,1.422450242
15135,17078,17071,1.77797531
15136,13131,13130,1.451604926
15137,13130,17094,4.174865189
15138,4936,38972,0.654042948
15139,4313,5645,0.73127531
15140,5645,34161,1.366867976
15141,34161,13063,5.365424226
15142,13063,21612,2.092079951
15143,21612,25367,1.2328965
15144,25367,33142,1.207683491
15145,33142,34108,1.874222261
15146,34108,25368,3.496503011
15147,25368,39339,2.570762765
15148,39339,5647,1.326818037
15149,4954,75756,3.009453815
15150,75756,4955,2.172313158
15151,4314,39346,1.148227385
15152,39346,4954,6.871419926
15153,4342,39347,0.783272308
15154,39347,34049,1.537826678
15155,34049,39351,0.876878662
15156,39351,4951,0.993651241
15157,4951,34051,0.774050704
15158,34051,28217,1.899056138
15159,28217,39348,6.366710111
15160,39348,17387,0.443649818
15161,17387,4314,0.799312112
15162,4319,28222,1.983175503
15163,28222,34068,4.063551958
15164,34068,34062,3.507286366
15165,34062,4936,2.271165413
15166,4375,50895,1.840632965
15167,50895,4523,3.494074275
15168,4523,50894,2.528645816
15169,50894,26524,3.020477027
15170,26524,50891,1.382877823
15171,50891,34858,1.467775659
15172,34858,4522,2.258717617
15173,4522,6415,1.194309562
15174,6415,34857,1.194173559
15175,34857,34850,2.247408032
15176,34850,50883,2.617955599
15177,50883,4521,1.370107528
15178,4521,34877,1.13392824
15179,34877,50879,0.867481308
15180,50879,50878,0.846534103
15181,50878,50875,0.923378843
15182,50875,79565,0.670783089
15183,73746,44929,6.407083955
15184,44929,44930,1.721706712
15185,44930,40026,3.272486427
15186,40026,1346,3.306268012
15187,1346,44920,2.138154245
15188,44920,44924,0.214469481
15189,44924,44921,1.305033441
15190,44921,26439,0.766416188
15191,26439,62956,2.334931789
15192,62956,17117,5.615921851
15193,17133,79550,1.408677081
15194,79550,79551,0.330036157
15195,79551,5973,8.247907544
15196,9745,9743,11.92351323
15197,9743,69369,0.92172808
15198,69369,74258,10.75063395
15199,74258,9730,5.069315254
15200,9745,4362,0.700791171
15201,4313,34164,1.357906705
15202,34164,34110,9.885484418
15203,34110,4952,2.597180184
15204,4952,33158,0.284476264
15205,33158,9048,2.391882486
15206,9048,5641,3.079655226
15207,5641,28214,0.749528348
15208,28214,17372,3.377635392
15209,4362,38946,3.492320462
15210,4348,5639,8.5624367
15211,5639,9041,7.373127594
15212,9041,16877,2.770819992
15213,16877,33143,1.805018047
15214,33143,5565,7.654012007
15215,5565,25420,5.7181972
15216,25420,16876,0.742012468
15217,16876,34163,4.349795246
15218,34163,34152,1.186076666
15219,34152,4313,0.538182926
15220,4360,4440,5.185453664
15221,4440,70920,2.622174865
15222,70920,4429,2.739565203
15223,9730,25647,0.695657535
15224,25647,25646,0.583191323
15225,25646,25645,0.64079347
15226,25645,8093,14.45927317
15227,8093,8092,1.998526135
15228,8092,5612,5.529907128
15229,5612,76021,17.33286638
15230,76021,47230,5.261350881
15231,47230,47229,2.608870132
15232,47229,5610,0.759287005
15233,5610,5611,4.401538117
15234,5611,25656,2.807505135
15235,25656,25657,8.331706589
15236,25657,9564,1.484455104
15237,9564,5613,5.58061364
15238,5613,5615,6.859160396
15239,5615,73544,1.436983428
15240,73544,73545,0.612673127
15241,61539,16956,1.160046148
15242,16956,39241,4.76130162
15243,39241,16957,1.464887939
15244,16957,16958,2.499492039
15245,16958,61596,1.930562906
15246,61596,16959,1.617181839
15247,16959,61558,2.352431147
15248,61558,16960,4.644500262
15249,16960,16961,15.43351558
15250,16961,16962,9.812835732
15251,16962,16963,6.326976268
15252,16963,39778,1.849437221
15253,39778,16964,0.870955537
15254,16964,16965,6.17911361
15255,16965,61552,2.224742599
15256,61552,61551,2.453373089
15257,61551,16966,5.264085057
15258,4720,60308,9.06836994
15259,60308,31006,6.6501799
15260,31006,31008,0.270191046
15261,31008,31009,0.304783033
15262,31009,31011,0.739488011
15263,31011,4721,0.716595643
15264,4721,31014,0.601844244
15265,31014,31015,0.610464536
15266,31015,4813,1.479102877
15267,16980,31007,1.472537933
15268,31007,31004,0.669489129
15269,31004,16953,0.568847163
15270,16953,30999,0.873428786
15271,30999,30997,0.680963889
15272,30997,16954,0.251146137
15273,16954,30996,0.256054455
15274,30996,16981,15.94180669
15275,15402,51477,0.850756705
15276,51477,19369,2.774834187
15277,19369,19333,2.977013334
15278,19333,19141,5.844420481
15279,19141,19139,3.335900866
15280,19139,17141,2.340798379
15281,17141,64324,0.411941247
15282,64324,64347,0.246639788
15283,64347,19336,0.492516034
15284,19336,19343,2.692435128
15285,19343,19345,7.628128413
15286,15399,73144,1.099061152
15287,73144,19349,0.617244352
15288,17144,19154,7.152659416
15289,19154,25030,8.884639199
15290,38048,38049,6.981043094
15291,38049,38050,1.575592629
15292,19257,19272,9.969415456
15293,17187,17188,13.81065125
15294,17188,17189,1.914195647
15295,17189,40236,1.911715601
15296,40236,17190,2.018968809
15297,17190,17191,1.773334372
15298,17191,17192,1.68489165
15299,17192,40234,1.529613954
15300,40234,40233,1.392993638
15301,40233,17193,1.297172185
15302,17193,17194,3.29680846
15303,17194,17195,0.798009591
15304,17195,40235,5.789340451
15305,40235,17198,18.4366364
15306,17198,17721,15.13267714
15307,17721,40237,10.59962308
15308,17202,40305,11.62456279
15309,40314,17200,0.73288858
15310,17200,17203,1.44209909
15311,17203,17204,0.720447563
15312,17204,17205,1.098293395
15313,17205,17206,1.488379928
15314,17206,17207,1.355401399
15315,17207,17208,0.786651616
15316,17208,17202,0.271531198
15317,17225,17224,0.784709972
15318,17224,25630,2.483941874
15319,25630,17218,9.590432672
15320,17218,19160,11.54221973
15321,19160,19244,7.30298493
15322,19244,17226,4.246728967
15323,17226,17227,5.585091146
15324,17227,19243,6.026075724
15325,19243,17228,9.921814771
15326,17228,19164,13.50911251
15327,19164,19346,8.647285598
15328,17171,17233,3.074209578
15329,17233,17234,5.36488749
15330,17234,17232,5.678744607
15331,17235,17236,5.954592559
15332,17236,17237,4.366628737
15333,17237,17238,0.672924746
15334,17238,17239,2.280877269
15335,17239,17225,1.471008477
15336,17240,17241,1.560500246
15337,17241,17233,1.860124418
15338,17238,17242,1.857833088
15339,17242,25628,1.028050548
15340,25628,17243,0.440779625
15341,4593,54237,0.67448007
15342,54237,54236,1.781997091
15343,54236,26319,1.186197168
15344,26319,54240,0.779286571
15345,54240,54254,1.293114627
15346,54254,4596,1.160429787
15347,21931,21963,0.466259475
15348,21963,7843,0.813018164
15349,7843,21906,0.485756136
15350,21906,21918,15.47691728
15351,17274,24147,2.46144923
15352,24147,24146,2.663333333
15353,24146,24144,5.410544493
15354,24144,24142,5.385789871
15355,24142,24141,2.675963085
15356,24141,71936,1.777488819
15357,71936,71935,0.289091747
15358,71935,24202,0.42792265
15359,24202,17267,0.462320213
15360,17267,17257,0.528000187
15361,17257,24201,0.459732648
15362,21734,71973,0.555453115
15363,71973,71972,0.556156458
15364,71972,21764,0.563228234
15365,21764,71971,0.571181312
15366,71971,71970,0.58102549
15367,71970,21767,0.59367477
15368,21767,71969,0.504520459
15369,71969,71968,0.622867151
15370,71968,71967,0.530943158
15371,71967,21746,0.658132648
15372,21746,71931,0.628740465
15373,71931,71937,0.25159462
15374,71937,17254,0.817424682
15375,17254,71939,0.801936782
15376,71939,71944,16.02681004
15377,71944,17257,0.876622994
15378,17257,71942,0.634224753
15379,71942,71946,10.77822397
15380,19390,29619,1.263869636
15381,29619,21624,2.817711514
15382,21624,49226,4.417225342
15383,49226,49227,3.773260872
15384,49227,21650,8.516609557
15385,21650,29620,2.144657323
15386,29620,29621,0.415112904
15387,29621,29622,0.429325373
15388,29622,19391,0.408974131
15389,19391,17283,2.169476777
15390,17283,17278,7.633107147
15391,17278,66292,0.30905037
15392,21709,17282,17.52306809
15393,17282,17262,11.66461752
15394,17269,61381,3.96471943
15395,61381,61383,1.148161375
15396,61383,61380,8.599546745
15397,61380,17999,0.86915005
15398,17999,21840,30.98857446
15399,17315,27711,0.770605439
15400,27711,27712,1.276077016
15401,27712,7327,0.870461468
15402,7327,17314,0.648837621
15403,7221,27709,5.942980556
15404,27709,27710,0.790636711
15405,27710,17315,0.802724574
15406,17316,27707,0.888472305
15407,27707,27708,0.845526676
15408,27708,17317,0.699516959
15409,17317,17318,0.816112888
15410,17318,7221,3.279000472
15411,17327,32697,1.391574334
15412,32697,17326,1.497326261
15413,17325,17327,4.394144497
15414,17323,32696,1.44330963
15415,32696,17328,1.416989192
15416,17328,17324,4.2269027
15417,4691,15295,3.66724441
15418,15295,4692,5.670587081
15419,4692,49906,5.723051327
15420,49906,15572,1.165164307
15421,15572,49876,2.465499926
15422,17333,49919,6.338444399
15423,49919,37617,6.565146074
15424,37617,4691,4.249648213
15425,14213,16491,0.573926324
15426,17679,52448,0.42918625
15427,52448,23944,2.540085374
15428,5899,57388,1.150450634
15429,57388,6897,15.77466536
15430,6897,6904,17.22064255
15431,6904,6906,17.71945841
15432,6906,69970,25.31691495
15433,69970,6912,7.199355072
15434,6912,7018,17.09670948
15435,7018,6913,9.934529183
15436,6913,6914,5.945422536
15437,6914,17361,5.636072976
15438,17361,17359,6.224781001
15439,17359,6915,2.132637972
15440,6915,17363,10.69540956
15441,17363,17362,0.804156921
15442,17362,29977,15.28760864
15443,29977,6910,1.29857003
15444,5906,79085,1.665969371
15445,79085,6910,24.21152896
15446,6910,17353,12.47566256
15447,17353,29976,2.370761407
15448,29976,17354,2.381775646
15449,17354,17355,2.681767004
15450,17355,17356,3.378888793
15451,17356,17358,2.790880931
15452,17358,17357,2.391013303
15453,17357,29970,2.236414162
15454,29970,29968,2.101712744
15455,29968,29967,1.849393571
15456,29967,51561,17.15249139
15457,5647,39344,1.274993541
15458,39344,38837,6.496156871
15459,38837,6630,0.286448749
15460,6630,16659,4.312938311
15461,16659,66874,8.411513173
15462,66874,5648,0.902509959
15463,4317,39349,5.184353651
15464,39349,4342,0.810262667
15465,6631,5647,0.688504899
15466,4317,4950,8.938265281
15467,4950,30339,0.546420721
15468,30339,69375,1.326968567
15469,69375,69374,1.921943351
15470,69374,25490,2.589902809
15471,25490,78651,0.2877913
15472,78651,25494,1.529438042
15473,25494,25492,1.049234678
15474,25492,4354,3.551032256
15475,5652,38898,1.040379873
15476,38898,38897,0.296230735
15477,38897,24867,13.92291695
15478,5655,38893,2.025466561
15479,38893,76808,1.407033328
15480,76808,28359,10.15219138
15481,28359,38899,6.849627018
15482,38899,28364,1.94635161
15483,4356,28382,0.947726466
15484,4429,70919,2.552059376
15485,70919,4466,2.689805122
15486,4466,33274,2.08919152
15487,33274,5768,5.469859128
15488,4430,75461,7.832250748
15489,75461,58959,4.058739942
15490,58959,58958,1.47290013
15491,75456,9637,6.444355658
15492,8143,14467,6.047697561
15493,14467,75460,6.635909522
15494,75460,30642,3.426282823
15495,30642,8149,0.988962029
15496,8149,30645,2.198700463
15497,30645,33100,1.881372596
15498,4408,4409,3.399174374
15499,4409,75766,1.066401393
15500,75766,33258,1.388162572
15501,33258,25499,1.03508005
15502,25499,4410,4.518502933
15503,4410,39340,1.635754186
15504,39340,4411,0.988208907
15505,5642,39362,0.880009411
15506,39362,33253,1.729472855
15507,33253,4338,2.362156811
15508,4338,25395,2.463776832
15509,25395,4353,2.641429311
15510,4353,4354,5.263464927
15511,67075,24893,7.504966397
15512,24893,75769,1.363720175
15513,75769,4337,2.024876081
15514,4337,39295,1.631191786
15515,39295,75767,1.388947813
15516,75767,4416,1.668202539
15517,4402,39356,0.724521714
15518,39356,34083,8.21868025
15519,34083,34080,2.885108007
15520,34080,39436,0.226025643
15521,4347,25396,3.856531715
15522,4316,9044,19.60214349
15523,9044,9046,1.039327248
15524,9046,4315,0.562892184
15525,4315,4348,12.42116099
15526,6631,39338,1.336872601
15527,39338,34151,1.104705013
15528,34151,33144,5.399423065
15529,33144,5571,3.114569694
15530,5571,5570,2.862530721
15531,5570,34160,5.35580486
15532,34160,4313,1.376423076
15533,4347,9043,11.90878284
15534,9043,4962,8.011777418
15535,4962,5567,4.911265714
15536,5567,38950,2.286393387
15537,6631,34153,0.360846515
15538,34153,39342,1.149563181
15539,39342,6632,4.440744509
15540,6632,9039,1.029566675
15541,9039,66893,0.922171469
15542,66893,38835,3.659471072
15543,38835,9040,5.002715892
15544,9040,38834,0.363290346
15545,38834,6633,0.523975322
15546,6633,16862,3.743299296
15547,16862,9042,2.048839656
15548,9042,4318,1.429117155
15549,4318,16043,1.113330236
15550,16043,16041,2.400683581
15551,16041,66894,2.284577244
15552,66894,66867,5.013755273
15553,66867,66876,4.071251771
15554,66876,4347,1.352213334
15555,4450,63403,12.44412641
15556,63403,77983,1.556455047
15557,77983,77970,3.927396841
15558,77970,77968,1.15997201
15559,77968,77969,0.876169662
15560,77969,77982,1.615297431
15561,77982,4442,2.397202573
15562,9724,34041,13.82002778
15563,34041,34036,10.8638649
15564,34036,34015,8.010736481
15565,34015,34014,5.058541549
15566,34014,34017,7.449776269
15567,34017,34033,0.886218634
15568,34033,4455,0.599802515
15569,9724,34010,7.894460707
15570,34010,15061,0.604016299
15571,15061,74254,3.401222174
15572,74254,9725,2.74524792
15573,9725,34011,2.982053798
15574,34011,72138,1.921450933
15575,72138,34004,0.205103829
15576,34004,34013,6.793937841
15577,34013,15062,0.320668237
15578,15062,34012,0.192217021
15579,34012,9726,5.397066514
15580,9726,34927,2.680444573
15581,34927,34931,1.473549469
15582,34931,9727,0.969248118
15583,4454,9740,1.245554647
15584,9740,9741,1.575411557
15585,9741,9742,1.697200247
15586,9742,74255,5.447335288
15587,74255,4491,16.97058423
15588,4491,74257,1.791272584
15589,74257,4490,3.325236035
15590,9733,25369,4.388795671
15591,25369,9734,9.319282375
15592,9734,74256,9.016066764
15593,74256,9735,2.381596356
15594,9735,9736,2.514314841
15595,9736,9737,2.681091279
15596,9737,9724,2.129038984
15597,9733,4490,0.736538741
15598,4441,34025,5.029882986
15599,34025,34032,1.026183772
15600,34032,77972,6.410329809
15601,77972,34030,2.910453217
15602,34030,4445,2.471263528
15603,4445,77973,3.837275498
15604,77973,4446,8.687722084
15605,4446,4447,6.233405067
15606,4447,77974,1.352896828
15607,77974,34999,0.981295079
15608,34999,4448,2.034217259
15609,4448,35001,1.414266184
15610,35001,35002,1.408704768
15611,35002,34995,1.175779331
15612,34995,4449,1.100171946
15613,4449,40979,0.645498508
15614,40979,4450,0.559917258
15615,4490,4477,12.61048715
15616,4350,16878,8.183087968
15617,16878,16863,11.93702636
15618,16863,9050,8.53236722
15619,9050,25366,6.0871987
15620,25366,25364,2.102972281
15621,25364,4356,1.110002155
15622,17376,4350,0.700423519
15623,17372,66877,0.358096269
15624,66877,25365,0.769681785
15625,25365,25522,1.669131098
15626,25522,75758,5.768468474
15627,75758,17373,0.684422772
15628,17373,75757,7.902430272
15629,75757,17374,0.615931308
15630,17374,66870,1.976983093
15631,66870,17375,10.03242185
15632,17375,66872,0.782477449
15633,66872,17376,7.415956798
15634,17372,4356,0.404554112
15635,17376,17377,13.78849855
15636,17377,17378,13.36382807
15637,17378,17379,7.958833404
15638,17379,28158,0.811636036
15639,28158,17380,0.467256788
15640,17380,28162,0.247968918
15641,28162,17381,8.462745903
15642,17381,28064,1.979922922
15643,17376,66871,1.531006374
15644,66871,4349,2.171669893
15645,4349,9049,3.876466433
15646,9049,76804,1.200949681
15647,76804,5638,1.394893524
15648,5638,4348,11.85013762
15649,28382,17372,0.893799381
15650,17384,17426,7.843611254
15651,17426,11520,10.38698696
15652,11520,28955,1.133866493
15653,28955,11521,2.385014704
15654,11521,77503,5.110039751
15655,77503,11522,9.318984299
15656,11522,11523,1.528415558
15657,17388,34061,0.728895856
15658,34061,34059,0.287957113
15659,34059,33131,0.190819636
15660,33131,34052,0.291448497
15661,34052,33132,0.333896448
15662,33132,34112,0.154524106
15663,4414,17391,0.673103249
15664,17391,34119,0.206500892
15665,34119,33129,0.331410374
15666,33129,33137,0.210725107
15667,14954,24877,8.009894961
15668,14993,72275,1.135250121
15669,72275,14995,27.22279921
15670,14995,14996,6.747251768
15671,14996,14997,5.040215624
15672,14997,72276,1.575831391
15673,72276,72273,4.49241028
15674,72273,14998,0.623905736
15675,14998,72291,5.710192851
15676,72291,24875,1.242159542
15677,24875,39376,6.411183553
15678,39376,38840,4.283135772
15679,38840,38843,8.071222245
15680,5667,62133,9.791388756
15681,62133,3997,7.288777051
15682,3997,3996,10.7948632
15683,3996,3995,3.122745906
15684,3995,62131,7.121081014
15685,62131,3994,7.371724711
15686,3994,80249,11.37632162
15687,80249,6316,2.291383573
15688,6316,3978,1.942135467
15689,3978,3979,3.774796172
15690,17399,17400,1.251607148
15691,17400,5668,1.351828057
15692,5668,13198,1.133865047
15693,13198,8529,6.496079966
15694,8529,33912,4.485451687
15695,33912,13195,7.356596907
15696,13195,33911,4.038526706
15697,33911,33914,2.695008439
15698,33914,6319,2.323807922
15699,6319,33899,3.05210576
15700,33899,14656,3.640410727
15701,14656,14659,3.623050588
15702,14659,52934,16.64278994
15703,52934,8530,2.098538668
15704,8530,6333,5.37564985
15705,17398,16663,4.881969731
15706,16663,34001,1.977566939
15707,34001,33902,1.466400149
15708,33902,33903,3.163905152
15709,33903,5601,4.659841076
15710,5601,6317,8.34049134
15711,6317,9569,3.863234638
15712,9569,6318,1.583958583
15713,6318,53768,0.67530151
15714,53768,53769,0.646890562
15715,53769,53773,0.838847641
15716,53773,53774,0.632179798
15717,53774,53772,0.709837428
15718,53772,53775,0.759510587
15719,53775,25516,0.712593031
15720,25516,17128,1.688700526
15721,17128,5598,2.515170007
15722,3951,25343,0.803983695
15723,25343,5603,0.548449852
15724,5603,25345,0.553039574
15725,25345,3952,0.411861119
15726,3952,73543,0.797727974
15727,3957,25339,0.470975747
15728,25339,25348,0.247270062
15729,25348,5595,0.474796823
15730,5595,73540,0.62036197
15731,73540,3958,0.709721196
15732,3958,3948,0.690869607
15733,3948,3962,0.681825744
15734,73539,3949,0.239349378
15735,3949,3950,1.143691427
15736,3950,3951,1.232414301
15737,5621,25340,0.723780236
15738,25340,5575,0.729023773
15739,5575,5581,0.998616242
15740,5581,73542,0.728727415
15741,73543,3953,0.535493666
15742,3953,25338,0.55620385
15743,25338,5621,0.6282206
15744,73542,3954,0.701733539
15745,3954,5596,0.81665626
15746,5596,25324,0.744541827
15747,25324,3955,0.569071894
15748,3955,25332,0.640069421
15749,25332,3956,0.182464317
15750,3956,73541,0.700617378
15751,73541,25326,0.75865266
15752,25326,3957,0.768619183
15753,4367,5614,1.037092053
15754,8146,9598,5.351681677
15755,8146,4552,5.768391606
15756,4552,5663,13.43585058
15757,5663,4367,15.37220758
15758,75683,12838,5.265213882
15759,12838,73164,5.702947242
15760,73164,16741,0.902053669
15761,16741,12835,25.56554049
15762,12835,16733,5.696605061
15763,16733,25224,2.992262364
15764,25224,25203,4.101969926
15765,25203,12836,0.365540494
15766,12836,46781,2.270906294
15767,46781,12833,7.434021628
15768,12833,75667,4.294192955
15769,4539,34851,2.85176188
15770,34851,26508,0.604534298
15771,26508,34878,0.839415658
15772,34878,26509,3.281765624
15773,26509,26510,5.4170843
15774,26510,26511,3.018329686
15775,26511,4513,4.844025497
15776,4513,26512,6.36845614
15777,26512,6247,3.336405661
15778,6247,74244,3.998358883
15779,74244,4514,2.587750794
15780,4514,4515,8.133440519
15781,4515,26513,2.006891638
15782,26513,26514,1.482165352
15783,26514,26515,2.091506801
15784,26515,26516,1.981111933
15785,26516,6242,2.802795284
15786,4512,33561,3.356379204
15787,33561,4538,5.513154258
15788,4538,33589,2.949097983
15789,33589,4537,3.207132593
15790,4537,4540,1.434751268
15791,4540,4541,4.186919058
15792,4539,4512,5.463617
15793,4541,4536,1.21888056
15794,4536,6196,6.956945871
15795,6196,4535,5.621533346
15796,4535,5876,4.866200531
15797,8125,33583,3.28279938
15798,33583,8129,0.21282868
15799,8129,8130,9.601933813
15800,8130,8131,7.143524121
15801,8102,70914,10.7585215
15802,70914,8103,1.417404735
15803,8103,8104,7.215092929
15804,4413,75463,1.588478096
15805,75463,75765,5.835176498
15806,75765,4432,4.602866965
15807,4432,75462,0.817536502
15808,75462,17396,7.177707541
15809,17396,30648,3.14331154
15810,30648,30668,1.309706958
15811,30668,8143,1.395902388
15812,8102,4311,1.053703761
15813,79434,25496,2.171158858
15814,25496,30646,0.727226605
15815,30646,79432,5.185966198
15816,79432,79433,2.399617066
15817,4433,70895,9.691650667
15818,4519,34848,5.322259048
15819,34848,34873,1.818390798
15820,34873,26521,4.324793599
15821,26521,4520,0.613949856
15822,17407,17406,2.16251767
15823,17407,29984,0.785639653
15824,29984,63413,13.62122655
15825,63413,63412,18.09153413
15826,63412,5847,19.56943204
15827,5847,26546,5.659183717
15828,26546,5848,36.54179106
15829,5848,27008,1.45878769
15830,27008,27007,6.693043031
15831,27007,27006,0.16306032
15832,27006,27005,0.191987242
15833,27005,25534,0.199883405
15834,1869,1301,3.540745333
15835,1301,1302,7.007211506
15836,1302,2962,5.075420078
15837,2962,68220,2.304404479
15838,68220,1303,2.693298772
15839,1303,66464,6.948421441
15840,2967,79526,1.249952012
15841,79526,79528,1.903404562
15842,79528,79527,2.351811149
15843,79527,980,3.119082594
15844,980,79530,1.944523034
15845,79530,79449,1.304237685
15846,79449,2969,3.997307728
15847,2969,12870,1.353384933
15848,12870,981,11.70188712
15849,981,2973,13.38231301
15850,2973,982,3.309306259
15851,982,983,15.6978212
15852,983,1706,6.173683065
15853,1706,984,0.351350723
15854,2968,1297,5.126006569
15855,1297,9556,9.347966672
15856,9556,2963,1.000076561
15857,2963,2964,0.685608228
15858,978,2963,1.647217703
15859,17410,1688,1.454730388
15860,1688,978,0.026925407
15861,978,79529,2.246757798
15862,79529,76208,3.35344463
15863,76208,979,7.260111079
15864,979,2967,2.482801508
15865,9552,3416,16.66079858
15866,3416,75,10.05693748
15867,647,9553,24.2867274
15868,9553,118,5.660533745
15869,118,119,7.096353674
15870,119,120,4.037150183
15871,120,121,5.464789512
15872,121,10129,26.17579791
15873,10129,40912,5.584723504
15874,8120,33611,1.655398627
15875,33611,33620,1.692422987
15876,33620,8121,3.429558519
15877,8121,8122,4.917407674
15878,8122,17414,5.105970374
15879,17414,8123,1.183564288
15880,8123,8115,5.183273685
15881,8115,645,1.799651753
15882,645,8124,7.276190708
15883,17413,33678,7.05481991
15884,17411,85,4.053984018
15885,85,86,4.824517338
15886,86,33579,2.462517626
15887,33579,33584,1.710383793
15888,33584,87,2.07258071
15889,87,88,4.178579607
15890,88,33590,2.420416968
15891,33590,89,2.522647335
15892,89,90,2.851559404
15893,90,33639,12.1792062
15894,33639,91,7.150840733
15895,91,33595,2.592214526
15896,33595,92,2.965095783
15897,92,33627,2.171855538
15898,33627,93,2.398980931
15899,93,33637,1.932524171
15900,33637,94,1.678048866
15901,94,33644,2.283755286
15902,33644,95,2.627251666
15903,95,33680,9.419601384
15904,33680,96,4.277602101
15905,96,4,2.127702458
15906,4,33689,7.507292178
15907,33689,33628,19.45754814
15908,33628,5,2.049972937
15909,5,2044,1.435437784
15910,2044,33592,1.082696545
15911,33592,33687,0.687047155
15912,33687,2045,0.747841757
15913,2045,33631,1.30835081
15914,33631,2046,1.546315508
15915,2046,33603,1.345267132
15916,33603,2047,1.174861374
15917,2047,2048,1.188157995
15918,2048,33673,1.634297386
15919,33673,2049,1.405382577
15920,2049,33625,0.780290463
15921,33625,33626,1.758502903
15922,33626,2050,1.857236261
15923,2050,33660,1.69618433
15924,33660,2051,2.319773531
15925,2051,33619,1.709287959
15926,33619,2052,4.005985672
15927,2052,33695,5.681214743
15928,33695,33701,3.761490444
15929,33701,33703,6.678787741
15930,5609,9730,0.682692146
15931,4354,28900,0.896472619
15932,5648,4339,0.558172178
15933,5648,38942,7.756528167
15934,4398,4312,3.342016128
15935,4312,34087,1.557100019
15936,34087,34091,6.145555424
15937,34091,4948,0.168387603
15938,4948,38947,3.221877742
15939,4398,71618,0.339574952
15940,71618,9747,0.273565322
15941,4354,28901,3.168376877
15942,28901,28899,2.788831962
15943,5439,76061,6.048939872
15944,76061,76063,0.55044492
15945,76063,76062,1.091442034
15946,76062,76064,4.383051698
15947,76064,77540,1.263951703
15948,77540,5440,2.408601475
15949,5440,76065,3.582044398
15950,76065,76066,1.854251021
15951,76066,36141,9.188282623
15952,36141,11150,1.023059929
15953,11150,11151,0.688699725
15954,11151,11152,0.537754453
15955,11152,36142,1.091458932
15956,36142,76022,8.128657784
15957,76022,76023,0.56290732
15958,76023,69110,8.19740297
15959,69110,69112,0.336441308
15960,17417,76025,4.241754088
15961,76025,17416,0.757564771
15962,17421,17420,21.19275947
15963,17420,16883,16.11299037
15964,16883,6572,15.25769943
15965,6572,6575,17.8306359
15966,4339,66875,0.955505884
15967,66875,4943,8.49495111
15968,4943,38836,5.127222351
15969,38836,39343,5.889236449
15970,39343,6631,1.264210564
15971,4345,67070,20.74258202
15972,67070,25394,4.633725697
15973,4400,16040,8.227678098
15974,16040,16039,15.5264516
15975,16039,4401,6.268219146
15976,4401,4388,2.549563529
15977,9747,39434,0.457013541
15978,39434,34084,5.482289308
15979,34084,4946,6.437952172
15980,4946,34096,0.278642475
15981,34096,4397,2.85051002
15982,4397,25495,2.595906025
15983,25495,4957,11.50420657
15984,4957,34092,0.396676948
15985,34092,34104,8.069384529
15986,34104,4320,1.547363446
